ids,1cm_1,1cm_2,1cm_3,1cm_4,2cm_1,2cm_2,2cm_3,2cm_4,3cm_1,3cm_2,3cm_3,3cm_4,4cm_1,4cm_2,4cm_3,4cm_4,5cm_1,5cm_2,5cm_3,5cm_4
PaChr6g19367-t1_19367,2.030164935,2.036681083,1.913085489,2.070237316,2.63316138,2.499674759,2.536881784,2.718768183,2.097335985,2.01479755,2.144210294,2.130257651,2.599007751,2.56444891,2.935365851,2.769970714,2.644088974,2.581608237,2.65109049,2.521352104
PaChr3g12547-t1_12547,1.368933542,1.353849346,1.371360293,1.375930143,1.473764968,1.436759952,1.471681412,1.496822563,1.458735249,1.431635069,1.45529375,1.461720803,1.220507431,1.188530969,1.159874071,1.174258458,1.286956321,1.321207811,1.326623179,1.362571981
PaChr1g02017-t1_2017,2.774399577,2.739593842,2.689426734,2.745437959,2.508133438,2.638334538,2.332777978,2.400024035,2.6061211,2.645942532,2.408249478,2.618459339,2.790173181,2.745757944,2.858821217,2.725341332,2.525077819,2.640601859,2.664119517,2.622003688
PaChr9g24333-t1_24333,2.63548026,2.655993293,2.539244337,2.575550236,2.669758875,2.570537297,2.653669034,2.620505961,2.395458982,2.391368665,2.461003242,2.476905132,2.980277292,2.858668363,2.911471228,2.852559584,2.713347642,2.589084969,2.726641228,2.660626252
PaCtg0793g29904-t1_29904,0.959256616,0.954539381,0.966544997,0.993513674,0.918086449,0.933839655,0.937066783,0.931079182,0.893620178,0.872802217,0.901309588,0.875237037,0.913190936,0.894638065,0.908516363,0.957923863,0.944302607,0.973077214,0.956296512,0.996415204
PaCtg4665g41463-t1_41463,0.914584677,0.928050641,0.932875142,0.923173449,1.001170266,0.98030776,1.042619384,1.019287561,1.0750783,1.068950869,1.10883992,1.080019238,1.443731857,1.468318258,1.516000094,1.49454215,1.478739909,1.56119579,1.52661942,1.501117005
PaChr5g18326-t1_18326,1.974291692,1.970079392,1.99657001,1.885559946,1.679268029,1.688744394,1.690041563,1.607518022,2.025606267,2.218380491,2.286869326,2.227805293,1.994066829,2.097594542,2.240547541,2.114984923,2.380962669,2.365508749,2.396278246,2.273965342
PaChr1g01055-t1_1055,3.804014165,3.758145006,3.775598337,3.619035751,3.119283536,3.112189766,3.13629999,2.867855873,2.49125407,2.625265901,2.686491476,2.671997346,2.16477478,2.280858507,2.330907641,2.303472616,2.780636099,2.663828698,2.784065637,2.681967733
PaChr1g00236-t1_236,1.686347691,1.681156617,1.677638837,1.661343954,1.46998789,1.464252836,1.462456013,1.464145437,1.430729424,1.439302293,1.437214668,1.448321835,1.390354863,1.355120206,1.299173641,1.36918771,1.417007705,1.485974889,1.448153668,1.413822938
PaCtg3014g38664-t1_38664,3.621923843,3.554199839,3.588117234,3.484405639,3.591752126,3.485795082,3.508888416,3.503361372,3.604686962,3.64824814,3.763315912,3.795108367,3.413496644,3.418705718,3.560230314,3.407127799,4.178659446,4.052135283,4.237133342,4.041160463
PaCtg2216g36705-t1_36705,0.738652324,0.752152404,0.763845349,0.758491728,0.736255081,0.779045838,0.745664611,0.753514776,0.810005998,0.787299051,0.784610124,0.77500117,0.833663031,0.850030854,0.835984696,0.823504134,0.769042699,0.801838354,0.760411036,0.783598015
PaChr6g19400-t1_19400,1.347996072,1.373076582,1.33440452,1.332303084,1.723077053,1.642547053,1.755826954,1.722990271,1.448555113,1.5262057,1.561067057,1.529135839,1.576966204,1.60463149,1.584120199,1.568348348,1.586265095,1.506551436,1.55195387,1.518607826
PaChr5g15699-t1_15699,3.666945078,3.55899981,3.70654894,3.489593049,3.512107357,3.377719995,3.357717063,3.54782845,3.901001571,4.155533366,4.063845812,4.180750852,2.645734812,2.770607913,2.778719711,2.782907473,3.429353184,3.433669946,3.501207827,3.310062136
PaChr2g11137-t1_11137,0.760861452,0.786640137,0.774259568,0.777972028,0.751887986,0.776816466,0.769932694,0.777597127,0.78270515,0.778647507,0.795473088,0.766567489,0.792694372,0.780733881,0.777754292,0.795371744,0.782709714,0.761874418,0.754774766,0.793471612
PaChr1g01400-t1_1400,1.201101881,1.192855727,1.235051872,1.185680864,1.251676817,1.288044935,1.260598358,1.208273988,0.957337834,1.024372919,1.025692152,0.994410524,1.189164154,1.226512197,1.221315117,1.210080876,1.357961358,1.295223846,1.318205527,1.291395926
PaChr8g22944-t1_22944,2.546125771,2.412410384,2.529859038,2.571864445,2.36179584,2.333177126,2.287395106,2.33931303,2.053195215,1.91599373,1.984495196,2.023427698,1.721429717,1.685076061,1.754463725,1.753376394,1.7346888,1.68655546,1.758459755,1.780853863
PaCtg4366g41044-t1_41044,1.304180405,1.330725285,1.307808484,1.273561613,1.304542516,1.267193915,1.36972798,1.27415122,1.408680772,1.434674103,1.484704615,1.456242553,1.852276524,1.903962426,2.07174009,1.874336368,1.809513576,1.80462698,1.806625364,1.724151713
PaChr1g01127-t1_1127,2.215873847,2.13619049,2.228039401,2.190574051,1.879400882,1.847102746,1.842325032,1.882882673,1.976447934,2.080130226,2.129831588,2.106505236,1.976173561,2.146669915,2.142441591,2.0794898,2.71314425,2.717581472,2.753136349,2.608060399
PaChr2g10108-t1_10108,1.075153038,1.088334819,1.088984434,1.071810211,1.088201712,1.07846777,1.103816942,1.111400663,1.175578182,1.193534259,1.233335865,1.202416442,1.170373719,1.204859173,1.238129226,1.191178959,1.182946012,1.216239924,1.179078302,1.149331035
PaChr6g19114-t1_19114,1.091597684,1.101321923,1.080518334,1.116174139,0.900243141,0.910938421,0.909985574,0.931847351,1.047155921,1.021319165,1.007428545,1.017475686,0.89882898,0.886848067,0.881536743,0.895629367,0.925590075,0.947828009,0.933538319,0.975378865
PaCtg3169g39006-t1_39006,1.433449313,1.432527544,1.435409643,1.419460055,1.631350532,1.601700602,1.627844124,1.626701779,1.373103811,1.396239258,1.406635144,1.402668914,1.52460138,1.555970244,1.579771269,1.52020443,1.651786423,1.628826687,1.634309802,1.565907645
PaChr3g11786-t1_11786,3.267293692,3.203594494,3.279646985,3.11461234,3.034580895,3.054173941,3.014812192,2.805789376,2.780516938,2.951004528,3.101375443,3.033185871,2.60944765,2.712775353,2.723400419,2.739983235,3.544562405,3.600319635,3.652059562,3.459294564
PaChr3g13148-t1_13148,5.25955706,5.161400518,5.096482754,5.11657019,5.687672257,5.568818532,5.486295145,5.469796581,5.802292397,5.588456797,5.471041142,5.834327991,4.974139882,4.971677487,5.110187082,5.109583044,5.050518893,4.889990465,5.164358218,4.977616346
PaChr5g15849-t1_15849,3.721457678,3.704990426,3.851029028,3.349374302,3.810450984,3.785549182,3.725356756,3.603275046,2.433044494,2.641448217,2.689239142,2.658722746,2.146032674,2.210893887,2.236600696,2.276632126,1.923542611,1.981856317,1.963384205,1.881003667
PaChr5g18020-t1_18020,0.941603476,0.957947919,0.935836638,0.969535567,1.072127669,1.201988432,1.009695575,1.027175007,1.052215761,0.998576131,1.176653002,1.072100604,1.027463748,1.042291859,1.026362624,1.013792797,0.941989069,0.935657561,0.937399292,0.981896606
PaChr2g10813-t1_10813,1.36374737,1.378004454,1.361824867,1.345412404,1.231061783,1.249649683,1.229025603,1.223068516,1.469386217,1.493866673,1.49525278,1.501359346,1.146625148,1.182555746,1.153686311,1.17323924,1.335225102,1.265430606,1.296314588,1.281570034
PaChr12g07437-t1_7437,12.97790213,12.62238481,12.62047256,12.49318782,15.64620324,14.93291244,14.99442736,15.2919287,10.28038323,10.54116337,10.71204586,10.96993074,10.3047365,10.32423621,10.34991644,10.22683044,8.857727029,8.707799583,9.152877217,8.732441944
PaCtg1543g34061-t1_34061,5.316537838,5.24806488,5.212391195,5.075118906,4.705179171,4.593108128,4.596935361,4.504517933,6.195591196,6.408968053,6.332449357,6.563566973,5.276335088,5.118401719,5.337636543,5.322542849,7.66428852,7.724017527,7.977830773,7.558307965
PaChr5g16641-t1_16641,2.245040442,2.165374033,2.454025203,2.010726142,1.96522126,1.930766551,1.925912376,1.962281499,1.89340756,1.823487096,1.738018923,1.848098103,1.721512153,1.819369798,1.762072918,1.732517412,1.692513118,1.762170638,1.733002357,1.674715347
PaChr9g24530-t1_24530,1.488058123,1.53239304,1.439292406,1.474465435,1.546048334,1.524390065,1.535829057,1.551263896,1.249465934,1.187690412,1.188019202,1.209347579,1.351820717,1.335936367,1.325711622,1.266116304,1.194787011,1.136162994,1.169996105,1.191481027
PaChr1g00228-t1_228,0.88525164,0.902313098,0.898176056,0.898812025,0.981186237,0.98983431,1.002080975,0.991702972,0.934790552,0.936708429,1.014082412,0.952049125,0.916115462,0.895312144,0.892974022,0.892769192,0.834093106,0.847798468,0.808865488,0.810304794
PaChr10g03922-t1_3922,11.39637538,10.71975526,10.91261145,11.54321115,11.24856188,11.16091727,10.80567569,10.52991952,9.295771411,9.166904364,9.283651976,9.642353259,7.167782087,7.056029614,7.149731612,6.96814461,6.428077741,6.448901559,6.754672332,6.582323305
PaChr5g16905-t1_16905,1.082316127,1.094959677,1.072783119,1.103223684,0.933206635,0.970276253,0.908657921,0.969328653,1.18531136,1.079792588,1.076189936,1.109722861,1.422137919,1.421414446,1.270846803,1.261131328,1.138148675,1.146672872,1.155788336,1.198155839
PaChr11g06718-t1_6718,0.796884684,0.824013449,0.793792392,0.826059192,0.822211264,0.863584514,0.82494966,0.837226729,0.830955499,0.837542597,0.829407671,0.815728222,0.906583296,0.930000296,0.90224734,0.982461928,0.901983362,0.858758286,0.861062035,0.88009026
PaCtg0967g30890-t1_30890,5.928908159,5.864517245,5.744057805,5.703273748,4.972160886,4.821861333,4.803839887,4.847684892,4.398335849,4.295927527,4.497599543,4.555360086,2.979156342,2.989556263,2.881386163,2.82832788,3.811750902,3.93919379,4.031318701,3.938141639
PaCtg0132g25665-t1_25665,5.745669671,5.485903534,5.813849366,5.477180227,5.26629835,5.243734748,5.002693656,5.065483492,4.189314634,4.340396451,4.035980116,4.333537662,3.906653016,3.677762501,3.696538068,3.714041869,4.858815267,4.750566382,5.021398369,4.902439018
PaChr3g12471-t1_12471,1.159965261,1.158331285,1.097865816,1.242509702,1.078969523,1.073090177,1.090360311,1.103803349,1.16889094,1.124741495,1.15568165,1.148306089,1.16101258,1.12814362,1.16633519,1.162192724,1.156815299,1.152333045,1.168954405,1.211260627
PaCtg0309g26610-t1_26610,1.128730971,1.134417049,1.123553728,1.14741342,1.136126118,1.145059329,1.125476294,1.161516421,1.238375649,1.207178433,1.287001115,1.247901026,1.268723481,1.293271586,1.251557994,1.286530202,1.123549701,1.096913355,1.119755501,1.159233407
PaChr5g17856-t1_17856,2.563507238,2.5141875,2.577306598,2.468439176,3.050510045,2.918218466,3.034631475,2.988030064,2.751837512,2.683949716,2.753327636,2.805457776,2.8896036,2.909552665,3.011286251,2.916655515,2.860788274,2.795373942,2.877446059,2.736712128
PaChr5g16957-t1_16957,5.010937089,5.018596522,5.007351628,4.617500477,4.731047145,4.393926157,4.659761589,4.741111581,3.172141884,3.488736492,3.643785406,3.54889387,3.540352398,3.875183291,3.873804137,3.903039343,3.620090664,3.63469105,3.707584801,3.507285524
PaChr6g19305-t1_19305,1.231919951,1.240702044,1.201060116,1.263407554,1.474262283,1.410489169,1.499813541,1.496355272,1.418203048,1.429403947,1.548667959,1.480646503,1.856891788,1.90585906,1.922476765,1.920621096,1.615050459,1.665242457,1.682055859,1.704841086
PaChr5g16718-t1_16718,2.146689848,2.103868243,2.142630022,2.107417901,2.294794628,2.318212332,2.145494561,2.306999436,2.153426392,2.252993569,2.235108565,2.264917958,2.467839646,2.519827583,2.643895747,2.590569822,2.910411862,2.881372059,2.9436703,2.790294042
PaCtg0597g28339-t1_28339,1.409950213,1.413039264,1.42121126,1.384542547,1.503652893,1.459494684,1.526080585,1.50306142,1.770490981,1.761746386,1.879507713,1.835467851,1.293969922,1.311587684,1.287610657,1.265869996,1.453065511,1.489259168,1.460463599,1.40896246
PaChr1g01643-t1_1643,1.550206588,1.530243632,1.55026227,1.54567352,1.933502089,1.857471195,1.938977297,1.931271146,1.862796842,1.914761477,2.000042361,1.963529186,3.162037255,3.076828277,3.028743399,2.854384833,2.919367414,2.83639103,2.990280034,2.960824053
PaChr3g12952-t1_12952,6.210797957,6.002809146,6.188310817,5.934545816,5.766945117,5.635211462,5.602096521,5.511734267,5.491734491,5.359749156,5.255258869,5.571146681,4.587711187,4.449230496,4.304733436,4.558070522,5.702099265,5.620356431,5.929173111,5.780035885
PaChr1g00364-t1_364,3.964562554,3.787154776,3.930889326,3.904604317,3.721898745,3.62248198,3.509681872,3.755554302,3.005749796,3.079454128,3.124990063,3.16329873,2.83258082,2.896867293,2.83977529,2.746894977,3.370147951,3.236809375,3.406381059,3.295292268
PaCtg0944g30742-t1_30742,1.795958153,1.82248276,1.710362176,1.806979101,1.572981976,1.555888505,1.556600165,1.576415346,1.427819153,1.494344439,1.492494961,1.486331707,1.562993114,1.608793762,1.590476885,1.564312394,1.470287347,1.494419044,1.517646528,1.551075009
PaChr11g06328-t1_6328,1.216348653,1.254821843,1.187498463,1.216581226,1.471574909,1.385381068,1.480976869,1.537866342,1.207176939,1.187270688,1.181175313,1.192292969,1.377849881,1.390091707,1.342637559,1.315412672,1.154870862,1.093202054,1.115621084,1.118826219
PaCtg0744g29545-t1_29545,1.544182776,1.497943897,1.527287044,1.585268231,1.516424954,1.462118043,1.510073204,1.558343991,1.641402567,1.792686614,1.7917445,1.770585125,1.980171492,1.783360603,2.06644196,1.9180581,2.190360456,2.091647302,2.198872107,2.175746932
PaChr5g18289-t1_18289,3.086264454,2.958227465,3.021978194,3.099534033,3.884718722,3.857351234,3.719809601,3.761050085,3.208655383,3.350081864,3.483250406,3.455469381,3.881344675,3.871626069,3.854422405,3.841679369,3.298520619,3.244101107,3.411761299,3.377142411
PaChr1g01748-t1_1748,3.427720294,3.343596057,3.399891487,3.321385268,3.646757565,3.45999798,3.639260744,3.557479135,3.539662776,3.485245984,3.55952375,3.642979977,3.474667003,3.443490388,3.56540395,3.527712041,3.426296601,3.370761756,3.472333081,3.293149994
PaCtg5731g42575-t1_42575,0.783839817,0.80447246,0.802164944,0.798714613,0.750019848,0.770352391,0.770959278,0.77792253,0.796577701,0.789528524,0.793600727,0.774418695,0.823761594,0.828229516,0.820605594,0.845147546,0.85280105,0.821108096,0.822173655,0.85631276
PaChr1g03355-t1_3355,1.291499302,1.264293164,1.28980652,1.323522944,1.452526073,1.445053958,1.442722018,1.453560437,1.528612614,1.57900351,1.570926536,1.578393682,2.178210716,2.099781181,2.160876529,2.207019487,2.172574609,2.163952824,2.247489758,2.261613114
PaChr6g19056-t1_19056,1.241315623,1.250590341,1.247250653,1.232806093,1.240122647,1.225750904,1.273503299,1.228241037,1.235668735,1.322992563,1.313465639,1.296760173,1.194009475,1.203691111,1.096631,1.180293268,1.285233367,1.266256444,1.256564659,1.217442594
PaCtg1544g34062-t1_34062,1.038426266,1.030120307,1.076552771,1.03581089,1.144949898,1.150818435,1.155348529,1.148768533,1.0089032,1.018118784,1.035388127,1.013338667,1.041563226,1.124011027,1.155741631,1.068327157,1.079661267,1.129703175,1.086723665,1.076069106
PaChr9g24756-t1_24756,17.43877689,16.92093412,16.60443829,17.15209735,8.201936564,7.952449533,7.816941897,8.006822097,4.27804965,4.359528161,4.205128968,4.431288145,4.505992334,4.697789985,4.604972371,4.569277807,4.802502116,4.672342684,4.89489045,4.673957618
PaChr5g16262-t1_16262,2.603066361,2.616714957,2.58781859,2.468928346,3.266054592,3.170848346,3.179138697,3.213329404,2.137153182,2.159605877,2.216238217,2.220101195,2.328173934,2.350050711,2.433595327,2.462876658,2.286179743,2.329911662,2.392878444,2.397425256
PaCtg4208g40841-t1_40841,9.309154367,9.060045884,9.478398482,8.548992878,10.58315108,10.61487884,10.24712956,9.695858074,10.85453807,10.77889143,11.21337615,11.42891812,7.602998074,7.461988995,7.610847497,7.970053456,8.902644171,8.76779274,9.222914389,8.828020371
PaChr12g08028-t1_8028,0.761744817,0.782322974,0.776912795,0.782303778,0.80567329,0.819082504,0.833000519,0.82680659,0.891385038,0.913038031,0.91637174,0.893877596,0.894747056,0.903126606,0.909446961,0.893610623,0.959709283,0.915405739,0.916151086,0.922726062
PaChr3g11647-t1_11647,3.879544556,3.682796519,3.869426176,3.823941525,3.537019007,3.565305307,3.247358283,3.537813432,2.443599685,2.582848283,2.593358321,2.607499376,2.970473029,3.022447244,2.979236766,2.958754817,2.371866177,2.275947405,2.362779708,2.276727155
PaCtg1733g34940-t1_34940,0.911272355,0.923352573,0.920217105,0.931424903,1.00333691,1.004222233,1.021341087,1.02302294,1.003651688,1.060577587,1.014586262,1.018835118,0.852149748,0.836942629,0.88380824,0.870946678,0.891298084,0.924719538,0.881210641,0.882882404
PaChr1g00147-t1_147,0.782915461,0.806025992,0.80198201,0.794542123,0.756554661,0.771335102,0.781915889,0.784888875,0.831588701,0.827012805,0.808568355,0.804794892,0.818256552,0.836433118,0.847309861,0.827467985,0.898357256,0.859014622,0.864389146,0.893162361
PaCtg0496g27658-t1_27658,0.836629556,0.861493978,0.85135766,0.845325918,0.747954812,0.778364735,0.753222818,0.782448225,0.840215892,0.818771508,0.786269642,0.796864442,0.932003677,0.899571606,0.898317382,0.90831345,0.953425488,0.942857126,0.94687001,0.990224744
PaChr4g14718-t1_14718,1.518091668,1.494392576,1.51363186,1.525536037,1.490546859,1.527972836,1.461923914,1.456788559,1.262864531,1.185871315,1.18518918,1.212276211,1.130531772,1.118848015,1.196821514,1.108426192,1.12580926,1.189355313,1.151008091,1.154124151
PaChr10g04112-t1_4112,2.122209093,2.157024521,2.075096832,2.050045851,1.85140094,1.869458169,1.834059981,1.778905703,2.399291308,2.526737785,2.616669384,2.581223188,1.835095934,1.812231565,1.757173213,1.701537832,2.204437108,2.245905636,2.245168511,2.139727288
PaChr5g16463-t1_16463,6.722659436,6.482608516,6.507049576,6.6278699,6.456530225,5.934990327,6.560708239,6.247940794,6.070312289,6.724183403,6.584117672,6.720807136,7.056550703,7.322968354,7.066424087,6.708784438,6.454718865,6.30535672,6.651642559,6.401981358
PaChr9g24801-t1_24801,1.731228254,1.716252239,1.822849113,1.606677059,2.044704897,2.028965407,1.995955724,2.020612974,1.360051293,1.433337192,1.400929901,1.409060064,1.285746631,1.353373253,1.254332528,1.259215603,1.139227797,1.156438855,1.124256716,1.096233902
PaCtg0736g29481-t1_29481,1.050042154,1.026948159,1.062184851,1.088726802,0.991619613,1.009387548,0.987669035,1.018565747,1.064836145,1.10705585,1.129931032,1.097349212,1.093037387,1.085470621,1.077214293,1.072625227,1.328533833,1.268689386,1.313212042,1.333934326
PaCtg0637g28743-t1_28743,1.710829064,1.781743962,1.652681286,1.656053057,1.559717988,1.502539758,1.561446073,1.589979639,1.796504745,1.729149614,1.774921249,1.795441101,1.3468842,1.342916289,1.420716318,1.419219641,1.360265512,1.287938441,1.33141731,1.334478598
PaChr6g19552-t1_19552,1.523008127,1.577488731,1.420671637,1.551267546,1.433708767,1.408060937,1.404353509,1.480115779,1.59574907,1.629291243,1.641283038,1.644101246,1.804516911,1.791412838,1.732369638,1.739671419,1.987322021,1.890949265,1.981063565,1.957860384
PaCtg4235g40882-t1_40882,2.284547021,2.321971625,2.2461081,2.18352531,2.337377837,2.250295468,2.316685759,2.323723263,2.45713095,2.620399907,2.512956357,2.596291866,2.790710877,2.821610782,2.779417936,2.71049627,2.640530421,2.648608139,2.68077471,2.543287687
PaChr2g11109-t1_11109,2.177355427,2.157960704,2.145982679,2.139140209,2.326275736,2.148445971,2.510468493,2.18486058,1.953041822,1.947757388,2.047103628,2.022748928,1.660712491,1.618276562,1.703726661,1.69583968,2.024700772,2.108219967,2.089995884,2.015252799
PaCtg3282g39264-t1_39264,1.155915463,1.139438903,1.165190953,1.179599715,1.129861731,1.166772955,1.119015258,1.124469211,0.980416815,0.97908398,0.988180877,0.973068423,0.974536277,0.996023649,1.001852116,0.985238763,0.976396578,0.996667648,0.958650361,0.946478472
PaChr1g00156-t1_156,1.419763878,1.39915609,1.420680025,1.428721771,1.365283477,1.353073087,1.348143882,1.391633353,1.283411223,1.286517828,1.251550858,1.278141845,1.324946759,1.32021968,1.287285631,1.272048345,1.092110917,1.060002763,1.081769437,1.119069335
PaChr1g00791-t1_791,1.35000265,1.317909841,1.353982487,1.375004198,1.525064114,1.530314467,1.491367012,1.529090677,1.550208537,1.613753924,1.621967937,1.616197309,1.852927435,1.921860198,1.931148999,1.863586646,2.008663097,1.972015338,2.056486143,2.072030372
PaCtg5549g42432-t1_42432,0.83100838,0.84726684,0.834825858,0.860636306,0.828675541,0.844408344,0.84863887,0.852463138,0.858014202,0.831860825,0.834749148,0.824917198,0.877888916,0.872996348,0.856681378,0.843863787,0.833021269,0.822891381,0.816772315,0.85927322
PaChr5g17247-t1_17247,0.944412482,0.900401797,0.979039874,0.992375163,0.893106682,0.909877042,0.897543451,0.924767231,0.898325211,0.831711127,0.840386792,0.840664516,0.971734181,0.946465173,0.906366733,0.932875397,0.827693477,0.834289748,0.820233139,0.863275326
PaCtg3936g40424-t1_40424,1.035883496,1.032654635,1.055478052,1.047660196,1.088431622,1.099209569,1.100693968,1.092062495,0.979308116,0.994336062,1.033264724,0.994192929,1.022483423,1.046417088,1.031680193,1.055463591,1.00159445,0.978522926,0.962843155,0.950913879
PaChr11g05713-t1_5713,12.87703836,12.60899185,12.54131869,12.28951061,16.09757549,13.55678027,16.5569942,16.50197968,14.05196099,13.92960333,14.10981997,14.65784475,11.44141321,12.08465756,11.50499558,11.49434304,10.50905459,10.55872446,11.01901972,10.55788894
PaChr2g08612-t1_8612,10.66914821,9.872450668,10.96136509,10.20511602,8.367413386,8.01214499,8.306157077,7.903293854,6.295131913,6.396006361,6.435522453,6.630106894,8.824158724,8.879471236,8.467382014,8.946798951,8.288416823,8.292048074,8.614148496,8.1814194
PaChr11g06420-t1_6420,0.884128243,0.902348575,0.887604006,0.90649099,0.877187954,0.842533868,0.915381758,0.931177606,0.829913169,0.930730817,0.817311432,0.843432364,0.965670551,0.948820723,0.947113358,0.957418526,0.861368048,0.860665939,0.852945519,0.896516696
PaCtg4119g40693-t1_40693,2.123055885,2.119950674,2.1054244,2.05928305,2.447210761,2.276730222,2.537229163,2.388224535,2.516605195,2.50043218,2.58673034,2.601402145,2.804197177,2.853911229,2.804791705,2.818003221,3.135822079,3.082130159,3.170428533,3.010940184
PaCtg1448g33662-t1_33662,1.369875543,1.381236722,1.322700464,1.401246031,1.329021602,1.306139818,1.325298382,1.357111355,1.462925999,1.464960677,1.436943337,1.46814827,1.649427678,1.695673274,1.604432398,1.531505092,1.472324328,1.498403977,1.520172401,1.552261429
PaChr10g04940-t1_4940,1.224914704,1.237136475,1.231651389,1.214235616,1.226055438,1.215985799,1.239446818,1.233832445,1.363768613,1.398826234,1.398614018,1.397496728,1.42157585,1.435602108,1.407936064,1.412284088,1.633821004,1.648666365,1.635519141,1.56791896
PaChr1g00725-t1_725,1.494637026,1.499704608,1.472912243,1.492781052,1.863125589,1.788687299,1.885567395,1.849184839,1.5640205,1.554722435,1.554326591,1.576083549,1.774178465,1.820620763,1.771643282,1.730034078,1.548717923,1.548408874,1.538914319,1.47749447
PaChr5g16517-t1_16517,1.136971794,1.227314639,1.104461256,1.095594322,1.278314018,1.225861142,1.279588029,1.341126144,1.483332723,1.365471232,1.441313313,1.442093205,2.01353346,2.060546239,2.027503584,2.03251492,1.900601429,1.86283548,1.940740537,1.958954435
PaChr5g16597-t1_16597,0.945677246,0.965279046,0.952047437,0.957104042,1.186301405,1.100560741,1.274769501,1.200278644,1.403014261,1.437674597,1.454171063,1.444378634,1.311113353,1.340419626,1.400065446,1.378520618,1.197398372,1.144986119,1.156307247,1.140420283
PaChr2g11190-t1_11190,2.515716366,2.469054648,2.541620709,2.410254215,3.060218967,2.959340667,3.031433916,2.975346526,3.423210042,3.474579506,3.486637485,3.573291266,4.085952592,4.174058913,3.98252661,4.068959554,3.752563675,3.736023693,3.832337587,3.629142086
PaChr1g03529-t1_3529,0.747375209,0.768582735,0.766155631,0.765013535,0.749072403,0.770118608,0.767218812,0.779458471,0.782512572,0.777853561,0.776137904,0.75927815,0.836602261,0.817279053,0.827114955,0.841344424,0.806530151,0.803316755,0.791944935,0.834557916
PaChr5g18031-t1_18031,0.899484216,0.916152885,0.911677091,0.912720067,0.914243127,0.928069876,0.935427015,0.927438497,0.845534726,0.830954972,0.831995383,0.819348658,0.816691851,0.822856534,0.814620581,0.820669383,0.831840083,0.824347993,0.795790298,0.798475424
PaCtg0912g30587-t1_30587,5.88773635,5.962586493,5.624633522,5.603910709,6.701676302,6.361884405,6.427862758,6.682617482,7.382933019,8.129435979,8.380694766,8.303532727,8.573264485,8.248233166,8.419816285,8.819769929,9.484113678,9.551594031,9.926555464,9.472268868
PaChr2g10331-t1_10331,0.87162969,0.899940253,0.868664564,0.891582432,1.000187801,0.984412306,1.009373062,1.049260276,1.034090195,1.017474073,1.118465687,1.051571586,1.132510468,1.163905783,1.15627109,1.157292691,1.154732627,1.096292719,1.124550415,1.141627277
PaChr11g05416-t1_5416,1.652689716,1.622120416,1.651492504,1.649685392,1.738950067,1.783766583,1.67811752,1.700308193,1.447235499,1.563698066,1.59819432,1.555063519,1.267807972,1.326178659,1.285769734,1.293036422,1.318293027,1.299040052,1.291015629,1.249889259
PaChr9g24570-t1_24570,2.534137874,2.594958677,2.437460141,2.443531059,3.103585834,2.97588315,2.996065865,3.132823454,3.322676793,3.036913105,3.272120133,3.309660374,4.829505191,5.035383874,5.397813387,5.121278317,6.226522683,6.199393297,6.425971762,6.092001163
PaCtg2409g37268-t1_37268,0.930403922,0.903061929,0.942088154,0.986559457,1.001963915,1.028429755,1.045431362,0.963825858,0.917108206,0.971406931,0.929297309,0.927609262,0.88513647,0.862159813,0.861174756,0.880893542,0.971136667,0.948536653,0.931941866,0.923221506
PaCtg3108g38883-t1_38883,4.165099412,4.100344535,3.959698915,4.146895985,4.768701217,4.555889541,4.672332527,4.660760962,5.231163151,5.37178132,5.360130338,5.523979507,4.774307773,4.791268784,4.700490804,4.607635731,5.753365939,5.61856837,5.929296163,5.729469225
PaChr1g01414-t1_1414,0.845478406,0.868391262,0.853294673,0.862499436,0.820202621,0.841153032,0.834782746,0.845288031,0.840998369,0.832758017,0.822904232,0.815159073,0.836925584,0.827514188,0.824462548,0.819458597,0.814606332,0.810476246,0.800167805,0.842780957
PaCtg0090g25560-t1_25560,0.852210134,0.881731711,0.861449586,0.860180513,0.836997029,0.850194108,0.857900162,0.861497422,0.894802331,0.889279686,0.887702101,0.876481695,0.866484813,0.88332443,0.854739465,0.843239213,0.852637439,0.855552321,0.845278061,0.888511803
PaCtg1910g35554-t1_35554,2.376667409,2.365855877,2.389742207,2.262078899,2.204507543,2.155369693,2.178390505,2.171493726,1.868396204,1.941533439,2.037753151,1.988302576,1.742854886,1.709376141,1.661284774,1.661776176,1.819766931,1.908861957,1.905325155,1.893593038
PaChr10g04614-t1_4614,3.19031332,3.092236251,3.116850103,3.171169429,3.092551082,3.036472626,2.982772137,3.044311301,3.482425064,3.241258466,3.222831255,3.417595845,3.451380452,3.445768998,3.551842855,3.495585029,3.857193768,3.73886633,3.948105995,3.852758253
PaChr1g00514-t1_514,1.288402475,1.26739008,1.311068218,1.28884291,1.165374149,1.179676455,1.17938048,1.15278572,1.489015864,1.573749244,1.653269941,1.592624153,1.118342444,1.080544111,1.037316389,1.008985099,1.393541939,1.366010803,1.407401108,1.441005222
PaChr1g01476-t1_1476,1.146232522,1.179484329,1.143793791,1.13162215,1.420364281,1.394098653,1.420662231,1.435597546,1.402156162,1.445359324,1.532485324,1.474897399,1.552852757,1.610161991,1.550301812,1.493507067,1.674609974,1.639850623,1.654337793,1.589144565
