ids,1cm_1,1cm_2,1cm_3,1cm_4,2cm_1,2cm_2,2cm_3,2cm_4,3cm_1,3cm_2,3cm_3,3cm_4,4cm_1,4cm_2,4cm_3,4cm_4,5cm_1,5cm_2,5cm_3,5cm_4
PaChr1g00003-t1_3,1.536396884,1.80935654,1.014445224,1.775715392,1.780847766,1.932548194,1.389616849,1.989943749,2.240205377,2.065121984,2.267751344,2.240964869,1.936741684,2.006331221,1.792430987,1.783599759,1.085685018,1.052643444,1.309603412,1.790536251
PaChr3g13301-t1_13301,0.755674776,0.775785125,0.775895049,0.772071303,0.741458941,0.76518425,0.760719474,0.768544086,0.765478144,0.762388268,0.759929508,0.742255668,0.758226836,0.759773182,0.989056629,0.762485482,1.345570268,1.085724446,1.057578897,0.762749485
PaChr2g10939-t1_10939,0.847301808,0.909079047,0.814220169,0.866618392,0.779620702,0.811746334,0.772872645,0.821587697,0.917677074,0.977947994,0.849587483,0.90143731,1.428573241,1.470039627,1.290768376,1.174247272,1.235619101,1.171439673,1.423464525,1.845443287
PaChr8g22105-t1_22105,2.368855899,2.018364909,2.877996074,2.088321114,1.801032876,1.472788493,2.030328799,1.849435901,2.447112819,2.058061574,2.093755876,2.246687472,2.918432526,2.962685608,2.544092566,2.169934624,2.125127815,2.331703253,2.647962042,3.29733232
PaChr9g25047-t1_25047,2.048357474,2.051309116,1.916323602,2.105859058,1.571403607,1.609759732,1.479159919,1.598034775,1.70543438,1.602433346,1.419398452,1.592512472,2.703026037,2.711391171,2.46234035,2.239959179,2.26636763,2.197679436,2.620896024,3.208775
PaChr5g17959-t1_17959,3.447719657,3.296934611659999,3.98984134,3.043938783,2.679113782,2.330746369,2.885603302,2.659557077,2.838098175,2.471201774,2.52324296,2.678274542,3.182532288,3.26686034,2.853922886,2.479868273,2.437483195,2.655136652,2.96983091,3.579650835
PaChr2g08639-t1_8639,2.367610985,2.231373801,2.240341122,2.530885242,3.006701827,2.827382539,2.821610806,3.195588479,4.994737136,5.12968875,3.928991246,4.844776212,5.844106489,5.636076452,4.740090943,4.467829589,2.987317231,2.827478359,3.395674167,4.069751953
PaChr3g13766-t1_13766,2.622091185,2.452986966,2.488703581,2.79907908,3.078301661,2.842348848,2.936317371,3.273199557,4.914188652,5.112162792,3.958769957,4.821859201,5.980200365,5.793595611,4.866266179,4.560879437,3.123090146,2.984556533,3.55642611,4.236032892
PaChr2g08215-t1_8215,1.456083297,1.486980398,1.34780937,1.522052165,1.413632563,1.381288608,1.394979622,1.458183694,1.956213153,1.933157045,1.824516198,1.93877597,1.965733547,1.986149376,1.789890156,1.824477783,1.69762794,1.837158937,2.001909414,2.370019684
PaChr4g15194-t1_15194,1.370907441,1.381679183,1.414844496,1.307451553,1.191441127,1.217866046,1.183566221,1.186422815,1.161969696,1.201015784,1.199645879,1.18826301,0.989528085,0.957616202,1.217966907,0.953051183,1.474076627,1.449113705,1.332335151,1.057992299
PaChr6g18862-t1_18862,1.080826113,1.090449663,1.094328304,1.080920903,1.410369188,1.214253322,1.524163065,1.491422937,1.480359301,1.457205048,1.744757065,1.582010297,1.855961904,1.946822705,2.016450687,2.535209226,1.920316966,2.256142197,1.95976372,1.59801811
PaChr1g00699-t1_699,2.224168053,2.233485522,2.149679565,2.196364106,2.32796832,2.187312335,2.338489184,2.341110277,2.433463286,2.514817777,2.726240153,2.628124535,6.866070202,7.069102215,7.140330088,8.199325489,5.009426694,5.210084828,5.859496877,6.703900103
PaChr8g22731-t1_22731,1.480367672,1.482899901,1.497249998,1.442248095,1.497138384,1.5058237381500001,1.470956983,1.453478393,1.834666674,1.987333834,1.954781119,1.962891827,1.993615111,2.063208652,1.992745237,1.92303346,3.183452408,3.030312469,2.928500541,2.315945373
PaChr5g16456-t1_16456,1.410367354,1.464291692,1.385305281,1.370202505,2.022048036,1.652351754,2.184343352,2.164272559,2.619808608,3.006591756,3.321135791,3.076568319,4.035052706,4.203892855,4.846823068,4.309932379,6.074332632,7.543658447,6.678813695,5.626172572
PaCtg0531g27926-t1_27926,1.636206627,1.643236228,1.52616695,1.70982528,1.60797629,1.54403236,1.582025904,1.670931321,2.294438582,2.196821451,2.128398507,2.255223002,2.242879815,2.257166577,2.067429386,2.113545579,1.983127327,2.151740301,2.307904024,2.64305008
PaChr1g02878-t1_2878,2.329225738,2.322634564,2.255759749,2.305797619,2.381607941,2.229301734,2.39451328,2.39817047,3.150725541,3.126618478,3.389031103,3.324110611,7.741962615,7.829096027,7.874319359,8.936929621,5.831742991,5.982344935,6.729993802,7.5935749
PaChr1g02804-t1_2804,2.982479081,2.876212063,2.878703776,3.025407527,3.263182119,3.18268547,3.149776238,3.224160652,4.792898085,5.322509041,5.438395265,5.385217912,8.383346333,8.592367905,8.64073328,9.837687082,6.029090403,6.237259845,6.968927153,7.823746336
PaChr5g16156-t1_16156,22.30603864,22.22300128,21.5499274,20.97457136,17.83335564,17.89336977,17.06014639,16.44608723,17.58487601,16.68778463,17.48794469,18.0379753,24.41728186,22.63214169,23.35525473,25.71297294,25.45265414,19.58840401,22.9664093,20.58573419
PaChr8g21928-t1_21928,2.180173658,2.163063617,2.1490345,2.139048284,2.915017853,2.883397537,2.914429003,2.738637143,2.6069819,2.707950649,2.585304739,2.70393587,2.306046897,2.513140934,2.308452879,2.240853444,2.678782906,2.522592604,2.471179674,2.025861679
PaChr2g09588-t1_9588,1.695721185,1.655277734,1.706751703,1.685636056,2.179396829,2.193318656,2.179711073,2.047965247,2.019818842,2.180646039,2.033678687,2.121730037,2.22528549,2.326571512,2.168157018,2.108144436,2.32154183,2.239392217,2.169115537,1.806388392
PaChr5g17783-t1_17783,0.843080416,0.817248295,0.879308284,0.881176993,0.783475542,0.817930729,0.788936459,0.808424073,0.788035179,0.787920614,0.790897364,0.76996932,1.09084681,1.114203207,1.154756371,1.12924217,0.972537208,0.782848213,0.82709434,0.785860508
PaChr8g22799-t1_22799,1.426922768,1.358345644,1.474475908,1.436077547,1.343465063,1.406239521,1.331233841,1.28181323,1.250584859,1.229093063,1.192556293,1.225758124,1.548612997,1.546101646,1.51702839,1.3593075,1.168843015,1.43482162,1.249787484,1.148046177
PaChr10g04827-t1_4827,2.650423977,2.651646467,2.678967087,2.478372499,2.91007317,2.817811663,2.93784783,2.771171837,1.942188988,2.176386207,2.213315489,2.158270044,1.827258659,1.881648005,1.793773106,1.748557288,2.108201127,2.552056989,2.516647733,2.714192563
PaCtg1013g31187-t1_31187,2.789772195,2.723544559,2.485227723,3.021512825,2.9504723,2.784354081,2.947755154,2.924851058,4.176163093,5.056342857,4.520034012,4.751946148,3.076010267,2.899577885,2.775687914,2.701823161,3.357654298,4.008485474,4.024866872,4.316805429
PaChr6g18529-t1_18529,2.076531203,2.024006771,2.058243159,2.069588769,2.239056933,2.165552595,2.239957904,2.198518235,2.452184744,2.05381022,2.012587032,2.217776785,1.94744778,1.793925695,1.792982784,1.894789815,2.618054818,2.037639559,2.375064119,2.29867944
PaChr6g19588-t1_19588,1.65636026,1.663576086,1.576644181,1.695938564,1.452327066,1.506367087,1.419418919,1.409606306,1.871386432,1.492551325,1.453449411,1.623238896,2.099013436,2.216347807,1.864779524,1.862900777,1.824420123,1.815660888,1.995816111,2.243670732
PaCtg1381g33263-t1_33263,3.695299236,3.548888873,3.512053747,3.788017209,3.47747697,3.342611905,3.431250467,3.395599753,3.720730888,3.573053427,3.562588457,3.736484969,3.353568874,3.626865082,3.334748641,3.16819495,3.28651461,3.152406144,3.568531947,3.934099268
PaChr4g15475-t1_15475,1.627761234,1.585849447,1.580317546,1.687528756,1.550353032,1.720471765,1.418512105,1.474773313,2.794042858,2.936602077,2.828754581,2.934841931,2.778708152,2.555118409,2.72539106,2.913899288,2.686745077,2.576287385,2.901920028,3.206653441
PaChr9g25054-t1_25054,1.119542807,1.15196794,1.004556699,1.226353887,0.871616268,0.899463899,0.8697203,0.900714582,1.136274794,1.166271511,0.975095297,1.08671634,1.328297555,1.232284565,1.203956614,1.476287344,1.331333188,1.108752851,1.280050857,1.396214354
PaChr1g00357-t1_357,1.057612851,1.087744279,1.012485756,1.100225278,0.977896244,1.0076096,0.985872873,0.979537883,0.921797138,1.279331232,1.05708743,1.082210622,2.149018704,2.482497662,2.151348231,1.666755072,1.146158685,1.400958478,1.325198321,1.423042493
PaCtg1206g32295-t1_32295,3.093522089,3.132277099,2.723299539,3.253156325,2.829033092,2.690234331,2.731961902,2.895542283,2.905141767,2.772517682,2.563533701,2.820443552,2.753877996,2.666124418,2.592400879,2.476168168,2.659254694,2.691368577,2.946142866,3.24679683
PaCtg0255g26232-t1_26232,1.004257411,0.980590168,1.125644159,0.934052872,1.110952066,0.94334077,1.088435276,1.354062795,1.050315392,1.583423398,1.608134767,1.429873074,0.963782204,1.059279169,1.0724006,0.988493811,0.945887888,1.162963757,1.020103292,0.987938467
PaChr2g09874-t1_9874,2.794014304,2.693466045,2.499316903,3.050597256,2.504942301,2.39062278,2.417669258,2.575562964,4.376202837,3.86478402,3.664877865,4.0986551,5.368047357,5.271926838,4.568909048,4.791945491,4.784006473,4.882862932,5.350278953,5.795361425
PaChr8g22536-t1_22536,1.679438582,1.59474203,1.622420304,1.788156346,1.565575007,1.587122676,1.473782745,1.61159673,1.304017566,1.119082617,1.305529553,1.246351717,1.433487605,1.335859428,1.253465542,1.339377832,1.176932517,1.340596464,1.330327846,1.466905794
PaChr10g04173-t1_4173,0.723280521,0.747463802,0.739590513,0.742952433,0.724253376,0.746588409,0.744114788,0.754526234,0.753183186,0.748143941,0.750783982,0.729814993,0.788399036,0.769866793,0.771199961,0.786553941,0.770931816,0.926934185,0.802280221,0.776665184
PaChr2g08355-t1_8355,2.058878018,2.218454808,2.131222031,1.73901121,1.875970191,2.039245714,1.523969174,2.014728532,1.974024957,1.794304629,1.687385597,1.847302178,1.848656912,1.764908207,1.718689606,1.670499874,1.326152849,1.465028817,1.489618464,1.647973756
PaChr6g19098-t1_19098,0.789446734,0.827047976,0.799137775,0.795168486,0.750100325,0.765862623,0.778345602,0.774902429,0.907636056,0.849023687,0.84727537,0.8523416,0.899761817,0.873579907,0.83456322,0.852147838,0.925744151,0.980946445,0.882175802,0.793696394
PaCtg2886g38406-t1_38406,3.046517374,3.015963003,2.705175738,3.252754582,3.412411209,3.251063298,3.339775578,3.39929132,3.997925396,3.430958673,3.224644668,3.660355528,3.786861879,3.694145665,3.4363788,3.316825265,3.495428911,3.010663242,3.520832511,3.724170619
PaCtg2506g37504-t1_37504,3.404800636,3.326035475,3.36718554,3.305558474,3.102675824,2.906161261,3.159382875,3.023974476,3.042122558,3.190256468,3.425272323,3.322155035,3.464535595,3.516072176,3.859505967,3.573488741,4.62026687,5.373465367,4.984261432,4.414121925
PaChr9g24890-t1_24890,0.905375819,0.944039541,0.856505971,0.959071306,0.822379788,0.86957232,0.822065719,0.834214523,0.825154737,0.885730549,0.816096687,0.825720935,0.813028322,0.810547139,0.801646083,0.783501019,0.908202552,0.899896676,0.94625283,1.078154947
PaChr5g15619-t1_15619,1.318620728,1.376073771,1.252995172,1.326889126,1.229534366,1.251745964,1.226038671,1.2192767,1.266543302,1.579219905,1.348650981,1.409056535,2.378171424,2.673753173,2.377047565,1.892104185,1.344238863,1.605727152,1.541192812,1.636699153
PaChr1g01308-t1_1308,3.553260353,3.608845716,3.473772403,3.342886002,3.488792351,3.386163689,3.421715632,3.392387064,2.831554575,3.045196884,2.882722661,3.004815106,3.268986279,3.335379835,3.190077146,2.928847198,3.267777673,3.119914063,3.500907129,3.790901321
PaChr11g05351-t1_5351,1.345006392,1.226939676,1.316055896,1.49414526,1.022144957,1.096074521,0.933051573,1.077742563,1.420801522,1.408392014,1.36654756,1.408788596,1.337919217,1.332832144,1.243262295,1.238248887,1.282287936,1.382719438,1.419550702,1.573668874
PaChr5g15648-t1_15648,3.10941091,3.008817482,3.118031356,3.015504719,2.0041404,2.059182129,1.931379216,1.93214209,1.8326253,1.828060007,1.777185744,1.84299321,1.940158706,1.932064576,1.919155216,1.763209779,1.66392993,1.942833333,1.761699264,1.605222862
PaChr2g08804-t1_8804,2.871398938,2.770253395,2.57824901,3.118841347,2.568569652,2.434370791,2.474393015,2.661187965,4.469963292,3.961247564,3.767061951,4.200953719,5.46810781,5.375288787,4.668741487,4.89624217,4.962968485,5.056577001,5.526503919,5.945148119
PaChr3g12725-t1_12725,3.194274802,3.084808907,3.069334781,3.240383996,3.976589312,3.870441987,3.878289223,3.854768514,3.524750559,3.065414329,3.585143606,3.501091788,3.803902018,3.378048005,3.466055916,3.656355732,2.671510536,2.603866632,2.880158084,3.131784693
PaChr8g22868-t1_22868,7.92201907,7.656621075,7.205138261,8.251814096,9.1817575,8.589214732,8.756435737,9.292535469,8.19660246,8.213785739,8.260033406,8.567529152,8.271348958,8.37269599,8.155051332,7.765288664,10.23847806,9.893787034,11.13315374,11.83423261
PaChr3g12834-t1_12834,3.461703277,3.68727957,3.259763679,3.212794611,3.92176485,4.059688245,3.835241908,3.516116868,3.621285836,3.821966252,3.559859118,3.788086016,3.926796988,3.708801592,3.706381145,3.529120626,4.14704537,4.013475767,4.002960464,3.436801945
PaCtg2099g36322-t1_36322,2.870012642,2.757624226,2.577705639,3.128378117,2.590443878,2.468935133,2.495142163,2.666989489,4.51370141,3.993947635,3.790420119,4.235662966,5.60787413,5.507362289,4.818372373,5.025150818,5.202336917,5.262612016,5.759124049,6.163048835
PaChr2g11085-t1_11085,2.390863906,2.35268278,2.176648209,2.540975137,2.762414885,2.646905044,2.714078606,2.755973116,3.157522624,2.678349994,2.541606504,2.866052325,2.780506732,2.641457545,2.50331656,2.456818156,2.869444995,2.51282143,2.892708341,3.056021142
PaChr5g16920-t1_16920,7.43666029,7.045522144,7.197293742,7.448295781,7.590491359,7.921039976,6.796438582,7.280796763,9.889879688,11.4928836,11.08134154,11.30016063,11.55113773,11.15148109,11.37717431,12.05359646,8.80047694,8.36369159,9.465930806,10.04076614
PaChr6g18618-t1_18618,1.5636317,1.444926951,1.773267579,1.440804002,1.468420691,1.431417323,1.415774979,1.549565689,1.326318146,1.233489504,1.484871121,1.358197343,1.715765413,1.697499114,1.73962815,1.448257453,1.533225657,1.461095063,1.600484852,1.758912512
PaChr11g05794-t1_5794,2.303105149,2.155219001,2.216733675,2.442454406,1.772314519,1.731401535,1.760754722,1.77088104,2.524148694,2.46028135,2.161422584,2.437197138,2.774617757,2.463962212,2.394463965,2.699353351,2.783369214,2.806029116,3.045431433,3.290362944
PaCtg0460g27395-t1_27395,0.985326546,0.998502383,0.990011033,1.001009864,1.021913304,1.027026271,1.026920183,1.049068114,1.085598494,1.030169053,1.049678777,1.048869725,1.073235452,1.209625237,1.156419847,1.104912041,1.075625087,1.291156076,1.158138531,1.123924053
PaChr2g10402-t1_10402,2.206780929,2.052004218,2.133967619,2.349223493,1.602464256,1.555453875,1.592217418,1.62906118,2.395979089,2.310041207,1.977478063,2.275062511,2.515033646,2.245753324,2.155541078,2.428094605,2.558880922,2.50941708,2.753650168,2.977534969
PaChr12g07047-t1_7047,1.148168296,1.15159418,1.126814527,1.184075053,1.04186355,1.055415063,1.016821182,1.090863337,1.335680137,1.309567587,1.22406931,1.294142476,1.717090276,1.692447484,1.549849069,1.526823027,1.314671057,1.252100251,1.360560084,1.501505743
PaChr7g20862-t1_20862,2.396227916,2.440116073,2.422881428,2.20864941,3.690684408,3.269361058,3.609817152,3.945760203,2.524227526,2.854717042,2.512000668,2.700359327,2.624752245,2.825450143,2.773205075,2.619560197,2.339198195,2.447766346,2.326754765,2.033562645
PaChr5g16027-t1_16027,9.455017551,9.255132678,8.767248283,9.525143709,9.567868393,9.761327069,9.075108865,8.809376977,9.423442732,10.09291239,10.33985926,10.38751265,9.882739629,9.153783174,9.477224143,8.636098642,11.60061587,9.845605031,11.47171113,11.45890753
PaChr1g00243-t1_243,2.087698508,2.057569806,2.086824111,2.038136692,1.643936775,1.631584941,1.670954238,1.583290554,1.360162186,1.396246592,1.426102589,1.405244464,1.080918833,1.107040176,1.129507455,1.122684232,1.171498176,1.193697698,1.117223421,1.005280802
PaChr4g14432-t1_14432,9.372477214,9.090028512,9.525558008,8.657140313,12.91668538,13.02252063,12.86900483,11.30760142,9.068467928,7.135672945,7.324498817,8.154361278,5.092609222,5.21322164,5.362601576,6.017682949,5.496514672,5.588732325,5.481238395,4.730654486
PaCtg0762g29669-t1_29669,1.320923855,1.328015462,1.304431556,1.329768836,1.304881452,1.344064634,1.251528097,1.321872118,1.377748132,1.286416066,1.246667989,1.308585504,1.791224555,1.649325439,1.662654095,1.578617314,1.412723569,1.422974816,1.508057762,1.654453455
PaChr3g14053-t1_14053,2.534819315,2.539471383,2.50688013,2.430469325,2.922424093,2.958550187,2.827421769,2.775105625,2.913036655,2.940310344,3.048055301,3.055588184,2.019915043,2.0041689,2.025203056,2.049018723,2.172239783,2.121258401,2.08375105,1.832397528
PaChr8g23155-t1_23155,2.900856822,2.918469436,2.804498387,2.816145241,5.126040683,4.194258041,5.102894608,5.70568314,3.850902753,3.59476939,4.524097252,4.134000068,5.376809966,5.745697432,5.885017414,5.862877236,6.380012311,5.774324633,6.083091311,5.372215222
PaCtg0119g25590-t1_25590,1.192193438,1.195157089,1.212263737,1.180606806,1.355670887,1.324971073,1.382815052,1.354085686,1.272700597,1.304334022,1.372580901,1.324165875,1.542807981,1.633240059,1.481497159,1.532176187,1.640006965,1.596991419,1.555878034,1.5005767535999999
PaChr2g11210-t1_11210,4.460526251,4.1823154,4.304996691,4.580424477,4.343290707,4.144107071,4.306744097,4.208512993,4.743343407,5.036001253,5.463370194,5.277625199,5.024771421,5.083061408,5.179394085,5.210170972,6.748769798,6.710764696,6.68042378,5.774920615
PaChr8g23301-t1_23301,3.783021993,3.700034687,3.726860286,3.667774517,4.289479201,4.292088133,4.120357077,4.082665704,2.516897417,2.687946672,2.577332555,2.663334307,2.415145294,2.521594102,2.438736675,2.39610496,2.565218055,2.584982881,2.784355788,2.983626867
PaChr2g09005-t1_9005,9.232150772,8.778333645,8.855319844,9.263727524,8.828374156,9.03835904,8.026076891,8.500660125,11.14022578,12.69723574,12.38077259,12.61311127,12.64786265,12.33792013,12.34950572,12.93218408,10.01122442,9.376931848,10.60668491,11.06851681
PaChr5g17009-t1_17009,2.584039758,2.395315007,2.485963559,2.748431947,2.630461655,2.607838543,2.569835326,2.549805386,2.027463642609999,2.02631891,1.734170605,2.006426491,2.596969422,2.431837396,2.368814335,2.391625236,2.279223579,2.25338991,2.441301563,2.621272092
PaChr1g00726-t1_726,5.242993361,5.155255039,5.166275638,5.000591579,5.745601991,5.538118018,5.473844241,5.70075442,5.358004465,6.658230307,5.498774886,6.064505495,4.162021386300003,4.122119624,4.579575296,4.094531947,5.153188307,4.939405219,5.007444646,4.369535514
PaChr2g09589-t1_9589,0.995217861,1.034669098,0.974135976,1.009571234,0.912157491,0.924889816,0.925198812,0.936115914,0.953369968,0.930282695,0.936850294,0.928412127,1.231858854,1.194668686,1.031906024,1.05054554,1.058914313,0.910691106,0.998483864,1.063036845
PaCtg3985g40505-t1_40505,1.058964216,1.090281362,1.001463829,1.113150823,0.955316784,0.978360687,0.959226564,0.972165287,1.024503498,1.217269506,1.059693329,1.096657951,1.595714624,1.770562654,1.551071888,1.44174346569,1.094395431,1.242484334,1.207529362,1.296098233
PaChr7g20684-t1_20684,1.669141959,1.631958561,1.638637116,1.701929943,1.583187389,1.574964656,1.56804526,1.573762287,2.129493665,1.954433902,2.00134382,2.0689195,2.844534274,2.620867795,2.60508402,2.755815238,2.496600869,2.383192475,2.627737246,2.80518212
PaChr6g19089-t1_19089,4.73673866,4.638638302,4.344757157,4.888195631,5.428589653,5.224095089,5.215769276,5.355603792,6.853738286,5.931059586,5.470318854,6.31247393,6.240146563,6.040058934,5.655408389,5.446696233,6.052494569,5.433533641,6.208558815,6.413818334
PaCtg0770g29771-t1_29771,1.153372695,1.113295874,1.178672444,1.185032641,0.9296710379900002,0.923588019,0.918074285,1.016392203,1.022859114,1.032381532,1.030234599,1.021215394,1.180029918,1.032603258,1.035492884,1.09683766,0.92323609,0.879802478,0.929686,1.0350977
PaCtg1255g32560-t1_32560,1.636122191,1.602594209,1.601374915,1.673031866,1.541453437,1.534320928,1.527078357,1.535465729,2.096184197,1.915944728,1.962034665,2.030028936,2.849847033,2.624214345,2.609007417,2.751724651,2.497493901,2.359945208,2.611421309,2.780561356
PaChr9g23977-t1_23977,11.85938014,11.51938338,11.67006543,11.30034313,10.28545387,10.03289342,10.01164864,9.690654081,8.999551034,9.529461962,9.799131071,9.852440146,7.904067146,7.404390243,6.647286882,6.609699136,10.9001711,12.32481763,12.53951494,12.76716021
PaChr9g24831-t1_24831,8.670915206,8.326657152,8.524948329,8.406368947,8.62509204,7.821315535,8.750773061,8.424974489,7.309544026,7.676891628,6.764608357,7.540396631,6.81083891,6.309292574,7.599065764,6.503325928,8.347661493,7.20410266,7.968681443,7.352049153
PaChr11g06635-t1_6635,5.24247629,5.340683224,4.706929322,5.287363934,3.737073124,3.449380412,3.703406433,3.780346616,3.898893394,3.520091836,3.627248697,3.802176289,6.314368898,5.895856669,5.449967889,5.750436915,4.16353813,4.288279477,4.594766939,4.851233729
PaCtg0649g28813-t1_28813,2.36926857,2.36242342,2.299930101,2.337572779,1.738677319,1.691560893,1.76420146,1.706691926,1.555117416,1.562689505,1.61560036,1.597828726,1.993111033,1.798635667,1.948924642,2.115078795,1.850797441,1.901757785,2.006338011,2.160319089
PaChr3g11837-t1_11837,1.491671922,1.494913945,1.46999952,1.491966226,1.558551035,1.594107081,1.513681394,1.536316578,1.535958659,1.48558326,1.451491979,1.505501624,1.793239722,1.66718593,1.677955625,1.612600439,1.567799777,1.528317062,1.64479175,1.783607488
PaCtg0515g27791-t1_27791,9.564772709,9.483084491,9.300820033,9.057347374,9.773931971,9.639164202,9.562651544,9.042137318,10.82568581,10.42630872,10.56957217,11.06511831,9.10902124,9.090546885,9.161060731,9.072311187,11.41136767,11.40855429,11.40532145,9.890050096
PaChr4g15087-t1_15087,1.559019352,1.582893293,1.497462799,1.572562978,1.415913342,1.433081876,1.427164211,1.369880963,1.465500623,1.846853171,1.680480701,1.689339836,2.804528158,3.143572193,2.761428763,2.270616541,1.757651311,2.009965905,1.976502521,2.061182784
PaCtg0762g29673-t1_29673,1.339793495,1.342419263,1.325390325,1.349098771,1.323375286,1.361345052,1.273677237,1.335139961,1.394851179,1.305684604,1.27618579,1.33173631,1.770641364,1.635083354,1.639815024,1.569684224,1.42257869,1.42734031,1.50900778,1.642669936
PaChr6g18759-t1_18759,14.18479408,13.4671435,13.50556863,14.28534662,8.61093958,8.428443651,7.823840306,8.741527595,8.814867983,7.859999803,7.032742792,8.214765529,8.077923127,7.72610382,7.373175533,7.28881373,7.098517692,6.394208547,7.296081397,7.510219707
PaChr5g16853-t1_16853,9.997878296,9.678396027,9.968720746,9.445827036,11.6557895,11.49739168,11.10162944,11.08979849,11.22515496,11.60615623,11.48619763,11.94126701,8.883650682,9.164245007,9.465186609,9.121311087,11.09965446,10.82338814,10.9666893,9.533359106
PaChr12g07170-t1_7170,26.83504174,26.57581218,26.15052564,25.13493167,26.77934223,25.93112743,25.64146453,25.65009787,29.25403802,28.443447,29.03752178,30.26319382,41.06807551,39.85312525,41.20823869,42.57918077,42.5672051,36.45534541,41.26471345,38.82573333
PaChr11g06551-t1_6551,1.6530450834000014,1.735224102,1.652806029,1.517372605,1.306081498,1.204574472,1.253685945,1.481930402,1.366270739,1.262486796,1.187691977,1.275151304,2.071256239,1.882069371,1.865421908,2.028531016,1.78873998,1.592849486,1.778346422,1.876899128
PaCtg0806g29975-t1_29975,4.49898926,4.373001959,4.370363091,4.428832692,4.92679674,4.709719439,4.768784904,4.872645622,4.792896224,4.646549679,4.878774739,4.949068496,4.073744609,3.968943657,3.849356432,3.762649071,4.465807832,5.024717131,5.086765468,5.219497669
PaCtg0827g30086-t1_30086,0.865850044,0.858382875,0.877895461,0.907808001,0.830875542,0.875431026,0.820544224,0.855949453,0.914304778,0.894544855,0.896155579,0.888013854,0.980130325,0.9750519,0.947903988,0.99156641,0.922784754,1.067480397,1.005243457,1.064845346
PaChr1g03381-t1_3381,1.012501201,0.950455966,1.156720715,0.957338896,1.015347362,0.948990264,1.020748828,1.124259886,0.970660056,0.888553271,0.954352698,0.926097177,0.862284084,0.885978693,0.849083448,0.881161118,0.859245505,0.966285346,0.866786098,0.832415332
PaChr2g10537-t1_10537,1.606019069,1.5875087954200005,1.639762513,1.563696621,1.460701881,1.481799576,1.467989631,1.408740922,1.251774723,1.314558329,1.284222559,1.288822802,1.125471044,1.140990842,1.172214899,1.188212314,1.159309736,1.146458613,1.094243509,0.999011291
PaCtg0995g31060-t1_31060,2.132722643,2.183282469,2.018869503,2.112955866,2.041488214,1.921794335,2.011353674,2.114999303,2.169021517,1.938365004,1.987694249,2.071933041,2.895302709,2.798065196,2.608615552,2.497184468,1.775464116,1.586856665,1.766433638,1.862201897
PaCtg1676g34708-t1_34708,4.025531806,3.676840377,3.957722679,4.172501205,3.891245555,3.806807994,3.642458204,3.926841004,4.259318513,3.906037216,3.39373378,3.975637046,4.398921615,4.517299105,4.011098316,4.122280227,4.059143035,3.692013155,4.166446909,3.9618261049600005
PaChr8g21854-t1_21854,0.988169566,1.002854685,0.979581301,1.015875689,0.895285181,0.909574669,0.905878672,0.922492569,1.088213653,1.100497428,1.037459826,1.069829861,1.523691931,1.524139632,1.402553924,1.37661212,1.177822065,1.126396788,1.203089054,1.31424487
PaChr5g18304-t1_18304,1.972102283,1.996055143,1.819071685,2.037815586,1.473286378,1.470782036,1.409218073,1.527487321,1.663199033,1.80758212,1.50452231,1.680009129,2.88557945,2.975827224,2.729736152,2.599503019,1.70199723,1.88794892,1.891981042,1.997227159
PaChr1g02919-t1_2919,14.16229653,13.3536021,13.2992193,14.55199175,8.768972942,8.577200687,8.229924997,8.607614155,8.805505456,8.289003934,7.845031311,8.652623013,9.065018429,8.925923645,8.403126157,8.153989303,7.823162778,7.202958014,8.145069453,8.40156864
PaChr3g13916-t1_13916,1.927494225,1.891110002,1.855252255,1.975943695,1.486875682,1.471933967,1.461008157,1.510072725,1.890657843,1.778431881,1.670786118,1.807332572,2.075577589,2.0470439,1.966388593,1.945402741,1.728233357,1.668938657,1.804147749,1.937051129
PaChr6g19548-t1_19548,3.085453169,3.348992503,3.034018348,2.679286627,2.922445833,2.943262169,2.732418644,2.900382671,1.692246254,1.856810783,1.811104564,1.817213544,1.6554282377599998,1.60430111158,1.650542975,1.583714868,1.555122559,1.4111896467500005,1.43571551,1.344394395
PaChr1g00198-t1_198,3.802155615,3.779260729,3.789650707,3.576900454,4.292072672,4.27977076,4.203065836,4.010966695,3.384880062,3.582012648,3.611397622,3.642383184,2.540864866,2.600416715,2.714925073,2.605428164,3.946780409,4.016003473,3.945977322,3.475766591
PaChr5g17879-t1_17879,1.596166349,1.692591705,1.556454076,1.55360774772,1.690690635,1.657170551,1.900843931,1.440092314,1.563585255,1.517844229,1.5537814592600008,1.565362196,1.309535252,1.341666127,1.349194449,1.3109403176699999,1.276804963,1.105974794,1.166984003,1.128806863
PaChr1g01147-t1_1147,1.994715513,2.018058173,1.843399295,2.056888978,1.491138822,1.489462724,1.425636949,1.543650585,1.6781483193199995,1.852426583,1.545771286,1.724856063,2.926497962,3.014807505,2.769779608,2.631025493,1.751780073,1.939359848,1.945922703,2.049986692
PaChr1g02333-t1_2333,5.004854562,5.368042754,4.286402563,4.991317679,5.012138036,4.788879439210001,4.367307488,5.149631752,6.037463526,5.908463393,5.891633444,6.177091914,5.621324502,5.556716597,5.573985816,5.13495738,5.513637104,5.375754124,5.917141147,6.185121976
