ids,log2FC_T6_T0,transformed_pval,adjusted_p_values_BC2,adjusted_p_values_bh2,adjusted_p_values_by2
PaChr10g04638-t1_4638,-0.0025044222237505316,1.8713070641240166,-1.4301570090192832,1.3807472716494171,0.46802755785465205
PaCtg5114g42015-t1_42015,-0.0013921761380770608,0.8683989675409914,-2.4330651056023083,0.7383687953406999,-0.0
PaChr7g21207-t1_21207,-0.0012822284202215679,0.5293294752782662,-2.772134597865034,0.45882495788353544,-0.0
PaCtg0555g28073-t1_28073,0.0027547317895809413,0.5733545214966758,-2.7281095516466243,0.49564590201061715,-0.0
PaChr9g24025-t1_24025,-0.0019124845073308268,0.7509628679553974,-2.5505012051879024,0.6459513365154866,-0.0
PaCtg0827g30086-t1_30086,0.001469930308832723,0.6376706977965795,-2.6637933753467204,0.5497243816495845,-0.0
PaChr1g01850-t1_1850,0.0021130864973566616,0.9972055476434016,-2.304258525499898,0.8324620416565086,-0.0
PaCtg2393g37202-t1_37202,-0.003460390065082691,2.304739416401441,-0.9967246567418588,1.5819145532262135,0.6691948394314484
PaChr10g05066-t1_5066,-0.003756057292368097,2.6830043754795345,-0.6184596976637651,1.752516376311331,0.839796662516566
PaChr2g08805-t1_8805,-0.0025925713339331087,2.3235735057291866,-0.9778905674141132,1.5867787597582386,0.6740590459634735
PaChr11g05978-t1_5978,0.00012247473606333644,0.03489431143843285,-3.266569761704867,0.03053388844438959,-0.0
PaCtg0347g26805-t1_26805,-0.0017388960193233554,0.8327094681203776,-2.468754605022922,0.7131398733939879,-0.0
PaChr4g15140-t1_15140,0.0007139390700780025,0.3559155253334011,-2.945548547809899,0.3077894575162076,-0.0
PaChr5g16759-t1_16759,0.012002923828067487,1.4168418002777865,-1.8846222728655133,1.1024827958090235,0.18976308201425843
PaCtg1502g33862-t1_33862,-0.002616375000598741,3.3019851465477066,0.0005210734044067174,2.021710372474345,1.1089906586795797
PaChr1g02430-t1_2430,-0.0013723473174429037,0.37293643174768487,-2.928527641395615,0.32213627806762857,-0.0
PaChr2g11128-t1_11128,-0.0016646672107546796,0.8828581184483344,-2.4186059546949656,0.7493018553065146,-0.0
PaCtg1027g31270-t1_31270,-0.0023015980583078054,1.4978380951303538,-1.803625978012946,1.1530226011922573,0.24030288739749217
PaChr2g10849-t1_10849,-0.003076832739242342,1.918201244437488,-1.3832628287058117,1.3999491830452213,0.4872294692504562
PaChr3g11967-t1_11967,-0.0031031840038283484,1.3884210354376243,-1.9130430377056755,1.085687187414889,0.17296747362012396
PaChr2g08871-t1_8871,-0.0005450128398872314,0.4887754984286063,-2.8126885747146937,0.42233458478052993,-0.0
PaChr4g15196-t1_15196,0.002028357500100084,0.16466440620538902,-3.136799666937911,0.14149654115336305,-0.0
PaChr3g13214-t1_13214,-0.0022386385226701067,2.5510116386412145,-0.7504524345020854,1.693592361415991,0.7808726476212258
PaChr9g23998-t1_23998,-0.002173681612686863,1.4026297622248036,-1.8988343109184962,1.093380235891114,0.180660522096349
PaChr4g15457-t1_15457,0.0020119521466349056,1.5487518950098191,-1.7527121781334807,1.1818495008230328,0.2691297870282677
PaCtg3463g39618-t1_39618,0.019717512829907486,1.8219127395036472,-1.4795513336396526,1.35486937004188,0.4421496562471148
PaCtg1643g34582-t1_34582,0.020015486670276483,1.8137234135068518,-1.487740659636448,1.3505829458167107,0.43786323202194566
PaChr3g12790-t1_12790,0.007002663282358632,0.6638841346818968,-2.637579938461403,0.5708614179771644,-0.0
PaChr1g00228-t1_228,-0.0026486874182674426,1.7127916062186654,-1.5886724669246344,1.2829004686212444,0.3701807548264793
PaChr8g23777-t1_23777,-0.0017937910888773975,0.7154490536631024,-2.5860150194801976,0.6151088777271821,-0.0
PaChr1g00699-t1_699,0.0015082857420327818,2.35981062261748,-0.9416534505258195,1.606121254862003,0.693401541067238
PaChr3g13804-t1_13804,0.0048341455479689694,0.9355278501031581,-2.365936223040142,0.788183302475705,-0.0
PaChr4g15402-t1_15402,-0.002114342931068311,0.9885407759924165,-2.312923297150883,0.8256951367486092,-0.0
PaChr2g10442-t1_10442,-0.0011040163669955396,0.7222339163413153,-2.5792301568019846,0.6213467699528638,-0.0
PaChr5g16050-t1_16050,7.85197306252462e-05,0.08335240361318169,-3.218111669530118,0.07034563817943665,-0.0
PaChr12g07566-t1_7566,-0.0018774416792027866,2.129825184387353,-1.171638888755947,1.4958140641340067,0.5830943503392417
PaCtg0776g29795-t1_29795,-0.002185461091813563,1.4310743590635218,-1.870389714079778,1.1118815189597904,0.19916180516502535
PaCtg0437g27247-t1_27247,-0.00260926496999185,1.0987721253902396,-2.20269194775306,0.9037466544752308,-0.0
PaCtg0641g28765-t1_28765,-0.0028408079563037375,1.0119676087779412,-2.289496464365359,0.841158884656672,-0.0
PaChr9g23952-t1_23952,-0.0028408079563037375,1.0119676087779412,-2.289496464365359,0.841158884656672,-0.0
PaCtg1303g32863-t1_32863,-0.000810790223552059,0.4850579983569053,-2.8164060747863946,0.4198792026616339,-0.0
PaChr1g00971-t1_971,-0.003215233990969703,1.4356712105957892,-1.8657928625475106,1.1155726465310338,0.20285293273626862
PaChr5g15971-t1_15971,-0.0012941731172806743,1.3039197273843295,-1.9975443457589703,1.0370841108663502,0.12436439707158507
PaChr2g08512-t1_8512,-0.0010713904742127235,0.9008601009512022,-2.4006039721920978,0.7627275137032068,-0.0
PaCtg0865g30278-t1_30278,-0.0023617782239292355,2.0523762184363035,-1.2490878547069966,1.4568671628568843,0.5441474490621193
PaChr5g16597-t1_16597,0.002858719794628796,0.8125350883383564,-2.4889289848049434,0.6971793950082619,-0.0
PaCtg4570g41338-t1_41338,-0.003058090991504418,2.2337404768361298,-1.0677235963071703,1.5492767448137288,0.6365570310189637
PaChr9g24842-t1_24842,-0.0022791387272654657,1.0018394170909517,-2.299624656052348,0.8351894461861623,-0.0
PaCtg2553g37615-t1_37615,-0.0023726452719617275,1.659951253218875,-1.6415128199244249,1.2531794466479658,0.34045973285320075
PaChr5g18238-t1_18238,-0.0028418407806559743,2.3308611613724732,-0.9706029117708266,1.5881056587623392,0.6753859449675741
PaChr12g07001-t1_7001,-0.0023670443333318678,0.6863544456413062,-2.6151096275019934,0.5895267163144302,-0.0
PaChr1g00564-t1_564,-0.004055525080360437,2.251918936476812,-1.0495451366664879,1.557958195423239,0.6452384816284741
PaChr1g03079-t1_3079,-0.00378902723666554,2.7458463262780333,-0.5556177468652664,1.781560986572824,0.8688412727780588
PaCtg3033g38710-t1_38710,-0.003731020031843458,1.8496904652298733,-1.4517736079134265,1.370394471454591,0.45767475765982596
