ids,log2FC_T6_T0,transformed_pval,adjusted_p_values_BC2,adjusted_p_values_bh2,adjusted_p_values_by2
PaChr9g23909-t1_23909,0.10997867348319382,0.9800266855230618,-2.321437387620238,0.5865111339920344,-0.0
PaCtg3936g40424-t1_40424,-0.26458165069609724,0.723456019196855,-2.5780080539464447,0.4301661300599815,-0.0
PaChr2g08157-t1_8157,-0.12340322058629465,0.6630736634945616,-2.6383904096487383,0.39414435621015476,-0.0
PaChr3g13470-t1_13470,-0.030084042096227698,0.17866412390818395,-3.122799949235116,0.10069599172727865,-0.0
PaChr6g19774-t1_19774,0.05602910816331432,0.1751644030713748,-3.126299670071925,0.09978444590389882,-0.0
PaChr5g17170-t1_17170,-0.06895353667898108,0.6601637911526917,-2.641300281990608,0.39401662362612005,-0.0
PaChr1g01476-t1_1476,0.05574737014448871,0.29226303140323256,-3.0092010417400674,0.16514955573931275,-0.0
PaChr2g09673-t1_9673,0.1513671499103993,1.4700691457113544,-1.8313949274319454,0.8871067614353287,-0.0
PaCtg3522g39738-t1_39738,0.035253120957866715,0.1778248472615294,-3.1236392258817705,0.10066044744998041,-0.0
PaCtg1293g32798-t1_32798,-0.7941850433539851,2.578240624077235,-0.7232234490660651,1.5439482793369488,0.6312285655421835
PaCtg0482g27590-t1_27590,0.16180367499604922,1.6532232937837685,-1.6482407793595313,1.0030372346386127,0.09031752084384753
PaChr5g15650-t1_15650,0.019076999963851326,1.692982570656013,-1.6084815024872867,1.0289399952614353,0.11622028146667028
PaChr5g17970-t1_17970,-0.1558063272074792,0.8648394270759465,-2.436624646067353,0.5227844261383056,-0.0
PaChr3g13507-t1_13507,-0.2048808267915986,0.5868927443361068,-2.714571328807193,0.35044469740156714,-0.0
PaChr9g24745-t1_24745,-0.03999059878142189,0.8465873854061556,-2.454876687737144,0.5124037673050583,-0.0
PaChr5g17506-t1_17506,0.054611262008371846,1.197937843176018,-2.103526229967282,0.7186418494007355,-0.0
PaCtg0242g26194-t1_26194,0.007769926175567432,0.05527229827003648,-3.2461917748732634,0.029580125291668022,-0.0
PaCtg0497g27686-t1_27686,0.9404261547617873,2.2113444507900564,-1.0901196223532434,1.3486226643684345,0.4359029505736694
PaChr2g10735-t1_10735,0.6720246398661652,2.89269583685275,-0.40876823629055004,1.7126808890226468,0.7999611752278817
PaChr1g00189-t1_189,0.18583587592020168,1.600996139758475,-1.7004679333848247,0.9692934938256409,0.056573780030875875
PaChr4g15266-t1_15266,0.4182320356089617,3.678499789598931,0.37703571645563133,2.0236580702913747,1.1109383564966095
PaChr9g24293-t1_24293,-0.10868829280652365,0.6579867678427898,-2.64347730530051,0.3934747452117794,-0.0
PaChr10g04201-t1_4201,-0.1522179620141097,1.2237847425762518,-2.077679330567048,0.7338956753035453,-0.0
PaChr8g23110-t1_23110,-0.8224501272219141,2.876980163468374,-0.4244839096749256,1.7126808890226468,0.7999611752278817
PaCtg2081g36244-t1_36244,0.015511857862507585,0.09578872400074599,-3.205675349142554,0.05272245495295483,-0.0
PaChr3g11454-t1_11454,-0.2000875452913931,0.8857428294712448,-2.415721243672055,0.5341564603648198,-0.0
PaChr4g15571-t1_15571,0.04609369492608371,0.3946552292524381,-2.906808843890862,0.22768701194381186,-0.0
PaChr10g03832-t1_3832,-0.3128528198983128,3.5779199608977983,0.27645588775449853,2.008849647577467,1.096129933782702
PaCtg0266g26310-t1_26310,-0.14107601001644915,1.3390219053129255,-1.9624421678303743,0.8069351582457642,-0.0
PaChr4g15093-t1_15093,-0.022392884295941114,0.17616221567827012,-3.1253018574650295,0.09990611996688094,-0.0
PaChr3g12472-t1_12472,0.7088619097185361,2.9232515588737398,-0.3782125142695601,1.7249406944149757,0.8122209806202105
PaChr7g21744-t1_21744,0.7149257326701237,3.0440756667587463,-0.2573884063845534,1.767917458880217,0.8551977450854518
PaChr7g21596-t1_21596,-0.00468194442113952,0.026945127928799058,-3.274518945214501,0.01333939055458026,-0.0
PaChr3g13711-t1_13711,0.10231259093192868,0.9731399521610082,-2.3283241209822916,0.5833250412407086,-0.0
PaCtg5041g41920-t1_41920,0.926726678800267,3.1117798638450505,-0.18968420929824925,1.8015418663942457,0.8888221525994806
PaCtg1124g31771-t1_31771,0.029027407116933805,0.4085304736643779,-2.892933599478922,0.23546566923888454,-0.0
PaChr8g21982-t1_21982,0.09718920507506419,0.398569992968574,-2.902894080174726,0.23000568976975697,-0.0
PaCtg0662g28948-t1_28948,-0.07065097806969092,0.8273251381410985,-2.4741389350022014,0.5003113089773054,-0.0
PaChr2g10299-t1_10299,0.44268333659469655,4.005238116739378,0.703774043596078,2.235252960638333,1.322533246843568
PaChr2g08930-t1_8930,-0.29523123389483985,2.1083612488642927,-1.1931028242790072,1.2737647960751024,0.36104508228033727
PaChr5g17161-t1_17161,0.3444225519035698,2.0559948929645744,-1.2454691801787254,1.2388306591680605,0.32611094537329544
PaCtg0266g26309-t1_26309,-0.21655468168531744,1.3629958775471587,-1.9384681955961411,0.8219542878270709,-0.0
PaCtg2225g36737-t1_36737,-0.07113849164022358,1.3650555751186886,-1.9364084980246112,0.8230422579134434,-0.0
PaChr8g21925-t1_21925,0.08969888140781762,0.48090798626954173,-2.8205560868737583,0.2846133411255735,-0.0
PaChr8g23534-t1_23534,-0.03560441954503172,0.9442597200628974,-2.3572043530804025,0.5686143633557154,-0.0
PaChr10g04153-t1_4153,0.22422797096964286,1.9189005414679163,-1.3825635316753835,1.1552555633978905,0.24253584960312546
PaCtg1811g35240-t1_35240,0.034754807744702486,0.15159684333475568,-3.149867229808544,0.08490306535237231,-0.0
PaChr3g11764-t1_11764,0.06556214637372103,0.3165817684550548,-2.984882304688245,0.17917298720520655,-0.0
PaChr9g25334-t1_25334,-0.006279312734341175,0.05640059368346586,-3.245063479459834,0.03001741899702453,-0.0
PaChr9g24494-t1_24494,-0.09614868742979352,0.9461022599131058,-2.355361813230194,0.5686143633557154,-0.0
PaChr2g08214-t1_8214,-0.03360241613802478,0.5818013691127687,-2.7196627040305312,0.348894191041832,-0.0
PaChr9g24859-t1_24859,0.1321909074026514,0.8061977842839206,-2.495266288859379,0.4870049441801892,-0.0
PaCtg3123g38909-t1_38909,-0.04455866285590838,0.598864666325735,-2.7025994068175647,0.3569640110837028,-0.0
PaChr11g05673-t1_5673,-0.1974087260104444,0.26230081503723135,-3.0391632581060684,0.14591855492576247,-0.0
PaChr7g20925-t1_20925,-0.2257474244459683,3.5506997570520444,0.24923568390874443,1.99430398760038,1.081584273805615
PaCtg3468g39635-t1_39635,0.009595878676863985,0.696585913813554,-2.604878159329746,0.41522314138399763,-0.0
PaCtg0470g27520-t1_27520,0.04352901434064533,0.2394504219922288,-3.062013651151071,0.13305534531751903,-0.0
PaChr7g20346-t1_20346,0.07835316646855563,3.028687683827351,-0.272776389315949,1.7663116417883036,0.8535919279935384
PaChr9g24971-t1_24971,0.005948519727646773,0.0748573807062428,-3.226606692437057,0.039389678058022175,-0.0
PaChr12g07641-t1_7641,-0.11339519661653559,0.9659596539239302,-2.3355044192193697,0.5788637018646142,-0.0
PaChr1g03131-t1_3131,-0.0702801121744354,1.2674194559907612,-2.0340446171525386,0.7624214490064243,-0.0
PaChr7g20735-t1_20735,0.003695971115840376,0.008323346542211384,-3.2931407266010884,0.004619784498045417,-0.0
PaChr3g12473-t1_12473,0.1890746542586917,1.5417437730612304,-1.7597203000820694,0.9286995219206411,0.01597980812587607
PaChr11g06621-t1_6621,-0.767950456253884,4.46357270633204,1.1621086331887405,2.369073750934314,1.4563540371395491
PaChr5g16641-t1_16641,-0.08659242323911447,0.6140401523108614,-2.687423920832438,0.3656545226509813,-0.0
PaChr2g10471-t1_10471,0.16174444806041982,0.8471724047932431,-2.4542916683500566,0.5124037673050583,-0.0
PaCtg0715g29349-t1_29349,-0.20638716445091165,1.5447390512202857,-1.7567250219230142,0.9308039392916202,0.018084225496855098
PaChr6g19150-t1_19150,-0.27215788498054483,2.2857845396322323,-1.0156795335110673,1.3858350431703694,0.47311532937560435
PaChr7g21718-t1_21718,-0.11676009289218879,0.4626277079960424,-2.8388363651472575,0.2724261485118079,-0.0
PaChr2g10543-t1_10543,-0.2570350272761541,2.5614876250832372,-0.7399764480600625,1.5341814012036175,0.6214616874088523
PaChr4g15355-t1_15355,0.13037935071816123,0.5745572312214188,-2.726906841921881,0.3453463817653238,-0.0
PaChr7g21483-t1_21483,-0.017050419638070954,0.37361144582318784,-2.927852627320112,0.2145368387987241,-0.0
PaChr4g14889-t1_14889,0.15612452610951733,2.477083769050106,-0.8243803040931935,1.4873735569625608,0.5746538431677958
PaChr12g07523-t1_7523,0.35678033400731474,2.2515986123744165,-1.0498654607688833,1.3656556451002646,0.4529359313054995
PaChr3g13475-t1_13475,-0.004745918224705358,0.0695815430800166,-3.231882530063283,0.03669544181956004,-0.0
PaChr2g10424-t1_10424,0.05123988806144167,0.3074656217509607,-2.993998451392339,0.1739010408889841,-0.0
PaCtg0151g25787-t1_25787,-0.010609561206018948,0.06407875477734315,-3.237385318365957,0.03355929716479596,-0.0
PaChr7g21372-t1_21372,0.02144141702385353,0.091266837515068,-3.210197235628232,0.05023912967642539,-0.0
PaChr3g11555-t1_11555,0.05030900692511613,0.21255949596328455,-3.088904577180015,0.11711129958332926,-0.0
PaChr12g07416-t1_7416,0.9382395840150357,3.498797007950932,0.1973329348076323,1.9826627698183994,1.0699430560236343
PaChr1g03595-t1_3595,-0.11041016050967646,2.5854088686849233,-0.7160552044583768,1.5480545056401043,0.6353347918453391
PaChr5g18204-t1_18204,0.004307993630940636,0.09115483018274574,-3.210309242960554,0.05023912967642539,-0.0
PaChr2g08745-t1_8745,-0.1253474660374725,1.4259866348899903,-1.8754774382533095,0.8609190640233328,-0.0
PaChr11g05339-t1_5339,-0.16099726887123336,2.0542825496816266,-1.2471815234616734,1.2385399030199067,0.32582018922514155
PaChr11g06166-t1_6166,-0.08501183384457187,0.7113599360795488,-2.590104137063751,0.4218889775955059,-0.0
PaChr5g18146-t1_18146,-0.06293197288942702,0.33590211521157354,-2.9655619579317265,0.1891369147124116,-0.0
PaChr8g22215-t1_22215,0.19632516096004632,1.0895751711003898,-2.21188890204291,0.6590544436414613,-0.0
PaCtg1491g33814-t1_33814,-0.2196809536499273,0.7981634802371609,-2.5033005929061387,0.4816765335093544,-0.0
PaChr5g18230-t1_18230,0.1887953730462237,2.6463095471643743,-0.6551545259789257,1.5741450957803702,0.6614253819856053
PaChr12g08034-t1_8034,0.03139673728745997,0.19139885054161712,-3.1100652226016825,0.10762150986585099,-0.0
PaChr7g20641-t1_20641,-0.27307224198748753,3.3606449712681408,0.059180898124840925,1.9213973367376824,1.0086776229429173
PaCtg3573g39828-t1_39828,-0.049107008380853426,0.31027923063443885,-2.991184842508861,0.17507163398520417,-0.0
PaChr4g14379-t1_14379,-0.001966105998312697,0.016653550229661317,-3.2848105229136384,0.009435193224479745,-0.0
PaChr12g08016-t1_8016,-0.2871212425165208,1.1042921414774853,-2.1971719316658147,0.6673391493925773,-0.0
PaChr3g13351-t1_13351,0.03842931480247559,0.6052755362382682,-2.696188536905032,0.361097107513183,-0.0
PaCtg1084g31549-t1_31549,0.09108532769951558,0.36485491028763756,-2.936609162855662,0.20889800855400034,-0.0
PaChr7g21190-t1_21190,-0.180773404174128,1.1424225549353724,-2.1590415182079274,0.6879138068118963,-0.0
PaChr3g11729-t1_11729,0.558802534062044,2.244410825417174,-1.057053247726126,1.364550679143705,0.45183096534893996
PaChr8g23587-t1_23587,0.03976692618664612,0.5593821839219539,-2.742081889221346,0.33492243757200446,-0.0
PaChr3g12841-t1_12841,-0.26792556155950165,0.830467647478789,-2.4709964256645107,0.5021314279351878,-0.0
PaChr10g04971-t1_4971,-0.06932507140026345,0.3763490681577108,-2.925115004985589,0.2163347684148784,-0.0
PaChr5g17084-t1_17084,0.1688162547701155,0.8463198642294961,-2.455144208913804,0.5124037673050583,-0.0
PaChr4g14521-t1_14521,0.06069142453987667,1.2203896774100742,-2.0810743957332254,0.7311703010671436,-0.0
PaChr7g20613-t1_20613,-0.1508916842537228,1.9545699261263707,-1.346894147016929,1.181641555817924,0.268921842023159
PaChr4g15325-t1_15325,0.5383190117764151,2.3960699642557888,-0.9053941088875113,1.4487143302598897,0.5359946164651246
PaCtg0728g29416-t1_29416,-0.17874152218263983,1.5934423270064397,-1.70802174613686,0.9668393946009515,0.054119680806186336
PaCtg0326g26672-t1_26672,-0.07477387133964013,0.6072159745348288,-2.694248098608471,0.3622756254706293,-0.0
PaChr4g14696-t1_14696,0.0920051649581506,0.32282282575717647,-2.9786412473861232,0.18302616505161248,-0.0
PaChr9g24177-t1_24177,0.1784417139322779,1.3296513890429278,-1.971812684100372,0.8026870281630113,-0.0
PaCtg2476g37435-t1_37435,0.7730519302716009,3.2123883656969263,-0.08907570744637364,1.8658612210677121,0.9531415072729471
PaCtg0968g30909-t1_30909,0.005928756028464051,0.02876928063052814,-3.272694792512772,0.013745256075298811,-0.0
PaChr10g04638-t1_4638,-0.08701714708824979,1.2039124685953262,-2.0975516045479736,0.7204633766564517,-0.0
PaCtg5114g42015-t1_42015,0.027162947342923977,0.6201753074224331,-2.6812887657208666,0.3698637567265145,-0.0
PaChr7g21207-t1_21207,0.026976523427252142,0.09129367885455994,-3.21017039428874,0.05023912967642539,-0.0
PaCtg0555g28073-t1_28073,0.2788738550206187,1.1523093665731223,-2.1491547065701773,0.6939878300369833,-0.0
PaChr9g24025-t1_24025,-0.04240749980998977,0.21337919526188415,-3.088084877881416,0.1173901588594752,-0.0
PaCtg0827g30086-t1_30086,0.22924506446365078,1.600417054354371,-1.7010470187889288,0.9692934938256409,0.056573780030875875
PaChr1g01850-t1_1850,0.25895263867798524,1.7129493950996952,-1.5885146780436046,1.0378001244799788,0.12508041068521378
PaCtg2393g37202-t1_37202,-0.23139767980897016,2.985473022015171,-0.31599105112812875,1.7558909561779965,0.8431712423832315
PaChr10g05066-t1_5066,-0.2951070141490048,2.93722145776743,-0.36424261537587,1.7249406944149757,0.8122209806202105
PaChr2g08805-t1_8805,-0.09419627392001721,2.7158613183734626,-0.5856027547698371,1.6157943695506143,0.7030746557558493
PaChr11g05978-t1_5978,0.14167628766260218,0.6127251499669586,-2.688738923176341,0.36510750367591144,-0.0
PaCtg0347g26805-t1_26805,-0.007262666345244321,0.04020825949983592,-3.261255813643464,0.01912301195127437,-0.0
PaChr4g15140-t1_15140,0.1833070611119327,1.3085912279255816,-1.9928728452177182,0.7888825294347506,-0.0
PaChr5g16759-t1_16759,0.5421942671408413,4.23823704890565,0.9367729757623501,2.298500811779943,1.385781097985178
PaCtg1502g33862-t1_33862,-0.0826669609669171,0.9990347687040708,-2.302429304439229,0.6006606825527145,-0.0
PaChr1g02430-t1_2430,0.010597000647803778,0.03653586492614336,-3.2649282082171567,0.017784332278595674,-0.0
PaChr2g11128-t1_11128,0.01247058279538591,0.04676725456018265,-3.2546968185831173,0.024080396331542606,-0.0
PaCtg1027g31270-t1_31270,-0.04387345974392416,0.22711329388221116,-3.074350779261089,0.125404397992386,-0.0
PaChr2g10849-t1_10849,-0.13549346933897047,1.3800124698963723,-1.9214516032469275,0.8336606631481436,-0.0
PaChr3g11967-t1_11967,-0.15437314890200957,1.0268391543701754,-2.2746249187731244,0.61691253889944,-0.0
PaChr2g08871-t1_8871,0.10657503883296655,3.001192949851648,-0.3002711232916516,1.7635969879619162,0.8508772741671512
PaChr4g15196-t1_15196,0.12682949328967516,0.19935378177324364,-3.1021102913700562,0.11235551044403726,-0.0
PaChr3g13214-t1_13214,-0.028629039053087287,0.4860365219780203,-2.8154275511652798,0.2873490637181619,-0.0
PaChr9g23998-t1_23998,-0.02443902891490985,0.10668015424545679,-3.194783918897843,0.057936023567832284,-0.0
PaChr4g15457-t1_15457,0.24754029859148963,2.1940451898651725,-1.1074188832781273,1.3366259126399491,0.42390619884518393
PaCtg3463g39618-t1_39618,0.6327951545481217,4.702325910145189,1.4008618370018893,2.546989872680127,1.634270158885362
PaCtg1643g34582-t1_34582,0.6363450614938969,4.891302161237656,1.589838088094356,2.669019334141981,1.7562996203472157
PaChr3g12790-t1_12790,0.3870808113914193,1.2972694648990473,-2.0041946082442528,0.7832658662741625,-0.0
PaChr1g00228-t1_228,-0.06708308551460626,0.3961358251405236,-2.9053282480027764,0.2285298772005584,-0.0
PaChr8g23777-t1_23777,0.00044288484404495133,0.002509762918697506,-3.298954310224602,0.0017973747548213064,-0.0
PaChr1g00699-t1_699,0.22109215737827745,2.3926234825968424,-0.9088405905464575,1.4482752030141144,0.5355554892193493
PaChr3g13804-t1_13804,0.33855241477575887,1.679026231011564,-1.6224378421317358,1.0210148343544516,0.10829512055968654
PaChr4g15402-t1_15402,-0.016831688193264232,0.057626078889689965,-3.2438379942536097,0.030365178580982696,-0.0
PaChr2g10442-t1_10442,0.06988961905620623,0.39943969767020604,-2.902024375473094,0.23055547218664327,-0.0
PaChr5g16050-t1_16050,0.1470478673925844,1.4308783153015399,-1.87058575784176,0.8634135286966269,-0.0
PaChr12g07566-t1_7566,0.01422825014166404,0.11095446418244748,-3.1905096089608525,0.0606417342145022,-0.0
PaCtg0776g29795-t1_29795,-0.013995685932230505,0.22946607587276927,-3.0719979972705307,0.12693387266167844,-0.0
PaCtg0437g27247-t1_27247,-0.061845796173123836,0.40436282055700823,-2.8971012525862916,0.23285424750274097,-0.0
PaCtg0641g28765-t1_28765,-0.0968623626300994,0.5419499701845472,-2.7595141029587524,0.32255283132636037,-0.0
PaChr9g23952-t1_23952,-0.0968623626300994,0.5419499701845472,-2.7595141029587524,0.32255283132636037,-0.0
PaCtg1303g32863-t1_32863,0.08991841484253082,2.345551323981683,-0.9559127491616165,1.423522485690402,0.510802771895637
PaChr1g00971-t1_971,-0.12991912117268015,0.8164734023899847,-2.4849906707533154,0.4940722300706247,-0.0
PaChr5g15971-t1_15971,0.060523123732019686,1.690485768643866,-1.610978304499434,1.0289399952614353,0.11622028146667028
PaChr2g08512-t1_8512,0.07516821769931767,0.8660333292897542,-2.4354307438535456,0.5231331393684218,-0.0
PaCtg0865g30278-t1_30278,-0.014960169300015048,0.21281896662954808,-3.0886451065137517,0.11711129958332926,-0.0
PaChr5g16597-t1_16597,0.2606582036719131,3.482203346829106,0.1807392736858062,1.980807989721556,1.068088275926791
PaCtg4570g41338-t1_41338,-0.07921455504323918,1.5843880433293216,-1.7170760298139782,0.9641652075616091,0.05144549376684395
PaChr9g24842-t1_24842,-0.016208107755554597,0.1014068021280791,-3.2000572710152206,0.05545644180431264,-0.0
PaCtg2553g37615-t1_37615,-0.015169913812030165,0.3250806208154533,-2.9763834523278465,0.18438510953328158,-0.0
PaChr5g18238-t1_18238,-0.051756048380235196,0.5469276185887645,-2.754536454554535,0.3251980829002888,-0.0
PaChr12g07001-t1_7001,-0.0350323557404813,0.16368691638608399,-3.137777156757216,0.0921110999116863,-0.0
PaChr1g00564-t1_564,-0.1799986857458706,2.163337732752412,-1.1381263403908877,1.3078351073600887,0.3951153935653237
PaChr1g03079-t1_3079,-0.13931827235942218,1.3287244663088456,-1.9727396068344543,0.8025831696484055,-0.0
PaCtg3033g38710-t1_38710,-0.13927677395300056,0.9628222654553673,-2.3386418076879325,0.5788637018646142,-0.0
PaChr1g03423-t1_3423,-0.11789501202757517,0.6640503580032437,-2.637413715140056,0.39414435621015476,-0.0
PaChr12g07856-t1_7856,0.3873317037469611,2.2332106683913735,-1.0682534047519263,1.3566282318791407,0.4439085180843757
PaChr1g02452-t1_2452,0.13759302246288493,1.0060696104031859,-2.2953944627401137,0.604366176903276,-0.0
PaChr12g07371-t1_7371,0.012118664795196573,0.30291683641819733,-2.9985472367251025,0.17155258559473455,-0.0
PaChr3g12137-t1_12137,0.08512698365776741,0.8935987183559316,-2.407865354787368,0.5395683670996826,-0.0
PaChr1g03419-t1_3419,0.07651148790760244,0.2082250022889676,-3.0932390708543323,0.11550996297012785,-0.0
PaChr1g02936-t1_2936,-0.024388802329228573,0.33489854785211,-2.9665655252911898,0.1891369147124116,-0.0
PaChr6g19819-t1_19819,-0.11718410037782351,1.6075288299320136,-1.6939352432112862,0.9724760702408417,0.05975635644607666
PaCtg4471g41192-t1_41192,-0.10478315981967778,1.2177177661569072,-2.083746306986393,0.7298346815817992,-0.0
