ids,Time0_1,Time0_2,Time0_3,Time6_1,Time6_2,Time6_3,cv_T0,mean_T0,cv_T6,mean_T6,log2FC_T6_T0,transformed_pval
PaChr3g12552-t1_12552,0.032176552,0.037401728,0.043663299,0.030862209485137793,0.040139867,0.043150423778162805,12.440138098333898,0.037747193,13.743724179561598,0.038050833576956156,0.41823861162778625,1.7754229307738756
PaChr5g17316-t1_17316,0.033744154954257755,0.036224235090311085,0.04383101,0.023623787,0.012629794707557818,0.030174228083103438,11.313523981894022,0.037933133,32.691080160944225,0.022142603100901954,0.075045112,0.243941316
PaChr3g13082-t1_13082,0.035021461,0.035719595,0.044194385,0.019114605,0.012393656743952597,0.014567722449856269,10.88269791137283,0.038311814,18.23228596428274,0.015358661393877149,-0.243926331,1.089529703024186
PaChr6g19653-t1_19653,0.030899246,0.040317425,0.044501856,0.039524585,0.035003867,0.084709321,14.747707527862264,0.038572842,42.27988582378413,0.053079257,0.5391955592899249,1.4052227952375314
PaCtg0460g27401-t1_27401,0.036589063873627814,0.035046742,0.044613663378941626,0.03620203,0.019713934,0.040695467835854315,10.823009054522572,0.038749823093892966,28.00967166487348,0.03220381,0.2957177810811922,1.1245927739732346
PaChr7g20881-t1_20881,0.034034451782764874,0.038298866,0.04500499,0.044627079,0.018120002361379617,0.050223035,11.544897705835897,0.039112769136901815,37.183711493351964,0.037656705569284465,0.3466775990346238,1.070594378143725
PaChr1g00075-t1_75,0.032582967640229166,0.039700643,0.04500499,0.017038008233246638,0.009264829,0.018074802367439913,13.01724538863383,0.039096200240660385,26.577828926984914,0.014792546442289944,-0.295097785,2.2504751003805756
PaChr1g02622-t1_2622,0.033860274,0.038691363409019186,0.045116797,0.028488956051336722,0.020658485,0.050339938,11.755393954623344,0.039222812,37.87398895262076,0.03316246,0.26608674674987276,0.7777863868751776
PaChr6g19404-t1_19404,0.032350730177423404,0.040317425,0.045200653169511995,0.095058715,0.11062704960373093,0.3006869923927201,13.479556513359977,0.039289602867458605,55.38267202791661,0.16879091895530252,0.9876877522355347,2.058555432664158
PaChr5g15887-t1_15887,0.035485936,0.039756714,0.046430537,0.36655890769629806,0.1743842997771447,0.16747640685650222,11.104841701096909,0.040557729,39.07145998126997,0.23613987144331502,1.0939597261641067,3.020115691097492
PaChr8g22345-t1_22345,0.034556986074077756,0.041214562825879764,0.046710055,0.042313157,0.021662072,0.038825025213143016,12.17086791758914,0.040827201462693065,26.340101476518697,0.034266751443943054,0.24905355763082945,1.4354963606961986
PaCtg0940g30727-t1_30727,0.036298767,0.039588500979458485,0.046738007,0.028073636700421623,0.024613796360523632,0.021055820297386008,10.66131480407936,0.040875092,11.655730353089524,0.024581084452777086,0.031346499,0.14415203499973073
PaChr2g09933-t1_9933,0.036879361,0.039756714,0.047101382,0.028785612730561905,0.023078899597089586,0.017022678,10.434786866489805,0.041245819,20.91638951795979,0.022962396906605453,-0.047409207,0.13116439876182998
PaChr1g02796-t1_2796,0.036995479,0.040093141,0.047324997,0.020716551,0.007552828,0.028537590788231038,10.43646407743887,0.041471205823283196,45.72881343374444,0.018935657,-0.194091953,0.4920297281168123
PaChr5g16021-t1_16021,0.035195639,0.043513477850130544,0.048163554017153276,0.020360563040568158,0.014223725961893197,0.037305290582190065,12.684170415982862,0.04229089,40.734468720287566,0.023963193194883808,-0.049621635,0.10295194650556735
PaChr1g00203-t1_203,0.035195639,0.043513477850130544,0.048163554017153276,0.020360563040568158,0.014223725961893197,0.037305290582190065,12.684170415982862,0.04229089,40.734468720287566,0.023963193194883808,-0.049621635,0.10295194650556735
PaChr1g00513-t1_513,0.035892351,0.043120980163063316,0.048303313,0.026234365,0.017057381525156012,0.020646660973667907,11.992914217597459,0.042438882,17.716968596518416,0.021312803,-0.108062653,1.4314916443345582
PaChr5g16891-t1_16891,0.038853379,0.040878136,0.048610784,0.037329325092245735,0.029277521141726992,0.027427015480996242,9.828016546846701,0.042780766568908946,13.714408117626315,0.031344621,0.1361239507266275,1.1600640240633147
PaChr10g04783-t1_4783,0.039143676,0.040990278,0.048806447597301794,0.032048836202038355,0.017883864397774396,0.032103122,9.744576756899084,0.042980134,24.465886480693026,0.027345274212529042,0.050319259136027944,0.28686742031427154
PaChr1g00788-t1_788,0.037692191821954935,0.042896695770453463,0.049058014650403436,0.028370293,0.015876691707129853,0.027017856157278197,10.749709464315004,0.043215634,23.565879938245786,0.023754947,-0.049439169,0.4585736216002033
PaChr3g12369-t1_12369,0.039143676,0.042672411377843666,0.049645004,0.01887728,0.012098484289446043,0.017490289,9.957284724258882,0.043820364,18.09919385776669,0.016155350993910373,-0.36865083,3.345644110227216
PaChr4g14640-t1_14640,0.038679201038879285,0.043905976,0.050036331,0.2126534225142992,0.061097112,0.12007237663716358,10.499242200259307,0.044207169,47.51696623842882,0.13127430362966513,0.7467054351831208,1.8943234098538786
PaCtg1007g31151-t1_31151,0.040943516301234995,0.042560269,0.050455609389856826,0.032167499,0.020776554451938545,0.020529758309748458,9.306674577420484,0.044653131624210175,22.166461818813648,0.024491270545138482,-0.0805739,0.41599331887240654
PaChr5g17315-t1_17315,0.039956507,0.0446349,0.051014647285638204,0.024929075900635145,0.023019865106188253,0.040695467835854315,10.026637577492794,0.045202018,26.806416038327875,0.029548136280892572,0.024124992303677716,0.068939644
PaChr1g00987-t1_987,0.042220822,0.043457407,0.051517781,0.030743547,0.017883864397774396,0.023393873575775104,9.013802224,0.045732003496828634,21.942762431736153,0.024007094928999106,-0.10983305,1.0449804352365308
PaChr1g02461-t1_2461,0.040072626,0.046317032757753396,0.051909108,0.029675582768237285,0.017647726,0.033505954004807825,10.487445252067344,0.046099589,25.076072860941277,0.026943087735738076,-0.042697427,0.22837601756012055
PaChr6g19490-t1_19490,0.037634132,0.050185939,0.052663809,0.023327129832819482,0.014105657,0.019302280338594213,14.049834101991754,0.04682796,19.959973493864517,0.018911689050501407,-0.307420596,2.342402924682738
PaCtg0119g25590-t1_25590,0.040362923,0.04822345,0.052999232,0.031577745,0.019891037088418884,0.027777723,11.038701876210636,0.047195202,18.42608076984335,0.026415501985534124,-0.076916497,1.3852664848097056
PaCtg3343g39382-t1_39382,0.044078722,0.045475966,0.05341851,0.024691750557255088,0.021780141,0.019828342326231707,8.630771163961187,0.047657732857358935,9.042163082199679,0.022100078,-0.222869845,1.3550081527368485
PaChr6g19492-t1_19492,0.043556188,0.04872809,0.054788153082162394,0.17236744547552613,0.089610771,0.20868459588810978,9.363155410672018,0.049024143606090254,31.760822861432608,0.15688760406883362,0.7254201041277789,2.3837130494694323
PaChr3g13554-t1_13554,0.041698288,0.051307360493322074,0.055179479609209325,0.033294794,0.042324143630916355,0.067641532,11.47352774617304,0.049395043,30.443981767915517,0.04775349,0.19223899262818214,0.6106582362984869
PaChr3g13620-t1_13620,0.045239909,0.048167379,0.055319239,0.036914005741330524,0.023905382,0.034791883,8.539746766958642,0.049575509,17.87983054475809,0.031870424,-0.009687584,0.09028223
PaChr9g23909-t1_23909,0.040188744547116406,0.053101636,0.055347191,0.038812608488371425,0.037070074,0.041513786,13.481824305708068,0.049545857,4.6717472257353165,0.039132156,0.10997867348319382,0.9800266855230618
PaCtg3936g40424-t1_40424,0.04791064,0.045700250678076315,0.055375143,0.032048836202038355,0.022370485706273813,0.015386041097292469,8.335048294728203,0.049662011,29.362188129851578,0.023268454335201545,-0.264581651,0.723456019
PaChr2g08157-t1_8157,0.043556188,0.051251289,0.056045988,0.027361660670281285,0.031343728,0.024855156874768247,10.230916380085088,0.050284489,9.591903971984426,0.027853515289440783,-0.123403221,0.6630736634945616
PaChr3g13470-t1_13470,0.04245306,0.052709138,0.056241652,0.035430722,0.022134347742668592,0.03771445,11.587535572649834,0.05046795,21.630492278021393,0.03175984,-0.030084042,0.17866412390818395
PaChr6g19774-t1_19774,0.043556188,0.051868071,0.056353459190350175,0.032938806239713736,0.026620969,0.054840690170108175,10.479290321578668,0.050592573,31.70980661956544,0.038133488,0.056029108,0.1751644030713748
PaChr5g17170-t1_17170,0.043033653,0.052540925,0.056437315,0.038278626,0.024849934324128853,0.027368564,11.110117814338059,0.050670631,19.320344921273623,0.030165708312977157,-0.068953537,0.6601637911526917
PaChr1g01476-t1_1476,0.046865572,0.049120588,0.056577074348662715,0.032701481,0.038191729267824714,0.042273654,8.160421079012659,0.050854411205606596,10.39676123043723,0.037722287987641746,0.05574737,0.29226303140323256
PaChr2g09673-t1_9673,0.047097809,0.049008445,0.056632978138240864,0.044389754,0.038368833,0.050924451,8.090472043061482,0.050913078,11.506111835247951,0.044561013,0.1513671499103993,1.4700691457113544
PaCtg3522g39738-t1_39738,0.04518185,0.051139147198864754,0.056772738,0.033947439,0.029690763,0.045780734,9.273877484078369,0.051031244936163435,18.663491729005482,0.036472978414488634,0.035253120957866715,0.1778248472615294
PaCtg1293g32798-t1_32798,0.048084818,0.048447734487546745,0.056828641,0.016326032,0.010091311598801611,0.012054315175588026,7.901065002,0.051120398057273995,20.296762268570877,0.012823886325831979,-0.794185043,2.578240624077235
PaCtg0482g27590-t1_27590,0.050291074,0.048055237,0.057695150140225415,0.054713406494838523,0.039490488067653484,0.046832858,7.920391990483974,0.052013820373290075,13.22213842114946,0.047012251,0.16180367499604922,1.6532232937837685
PaChr5g15650-t1_15650,0.046923631,0.051812,0.057946717,0.040473886,0.032583453,0.036370069270834526,8.634797218694306,0.05222745,8.833591534765246,0.036475803,0.019076999963851326,1.692982570656013
PaChr5g17970-t1_17970,0.049710480522150935,0.049681299,0.058226236141217746,0.028488956051336722,0.018887450743096612,0.035551751,7.6538108356713765,0.052539338,24.70609622689615,0.027642719,-0.155806327,0.8648394270759465
PaChr3g13507-t1_13507,0.046749452871377994,0.054671626,0.059288408,0.024454425213874975,0.014991174343610192,0.043208875,9.665803471305678,0.053569829,42.56081582224777,0.027551492,-0.204880827,0.5868927443361068
PaChr9g24745-t1_24745,0.051858677,0.054223058,0.061524559726327754,0.040473886,0.030458210959753207,0.038240511893545714,7.363843643502278,0.055868765,11.796818070029436,0.03639087,-0.039990599,0.8465873854061556
PaChr5g17506-t1_17506,0.050523311641970936,0.055568764,0.061552512,0.046703676,0.043032558,0.04081237,8.067209676259726,0.055881529,5.582536297267424,0.043516201392421884,0.054611262008371846,1.197937843176018
PaCtg0242g26194-t1_26194,0.049942718,0.056353759,0.061664319,0.047000333,0.040553109,0.033622857,8.559762530671449,0.055986932170757654,13.523729707294438,0.040392099469196495,0.007769926,0.055272298
PaCtg0497g27686-t1_27686,0.049536302425046586,0.056802328112262934,0.061692271095062146,0.46184503306341074,0.1758011275587762,0.6665338791286517,8.916493615410664,0.056010301,46.294928865137216,0.43472667991694625,0.9404261547617873,2.2113444507900564
PaChr2g10735-t1_10735,0.0479687,0.058372319,0.061720223,0.19722727519459232,0.1260350517289726,0.22434955285331665,10.451867821147694,0.056020414,22.712658396641014,0.18253729325896054,0.6720246398661652,2.892695837
PaChr1g00189-t1_189,0.04703975,0.060783376,0.062474924,0.061002528,0.063930767,0.049346265,12.176462190813082,0.056766016643376216,10.843745983831036,0.058093187,0.18583587592020168,1.600996139758475
PaChr4g15266-t1_15266,0.052787626904326646,0.055456621756603874,0.062586732,0.10935756680810799,0.1012996000413241,0.083014232,7.263932666010309,0.05694366,11.258990137681165,0.097890466,0.4182320356089617,3.678499789598931
PaChr9g24293-t1_24293,0.048897649,0.05943767,0.062698539,0.032345493,0.025912555160352346,0.042332105130726605,10.330641814810487,0.057011286145075966,20.14724785,0.033530051057447476,-0.108688293,0.6579867678427898
PaChr10g04201-t1_4201,0.049362124,0.059325528,0.062866251,0.031396192,0.024554762,0.037480645,9.997623587,0.057184634,16.953531016312436,0.031143865985144903,-0.152217962,1.2237847425762518
PaChr8g23110-t1_23110,0.058187148,0.051139147198864754,0.063033962,0.018699286,0.008556415,0.013106439150863125,8.500234053,0.057453419,30.831604177243754,0.013454046541046002,-0.822450127,2.876980163468374
PaCtg2081g36244-t1_36244,0.051220024030388056,0.05842839,0.063313481,0.046525682,0.030871452,0.050047680949410644,8.615901505601881,0.057653965,19.619269836468515,0.042481605,0.015511857862507585,0.095788724
PaChr3g11454-t1_11454,0.050813608470478056,0.060503020590325085,0.064152038,0.042965801997523256,0.027565520905589058,0.022166395604620803,9.622977954489333,0.058489555632434444,28.519978864077046,0.030899239502577707,-0.200087545,0.8857428294712448
PaChr4g15571-t1_15571,0.052787626904326646,0.05994231,0.064822883,0.047178327,0.038191729267824714,0.054957593,8.351076409,0.059184273,14.645470633504182,0.046775882981457496,0.046093695,0.3946552292524381
PaChr10g03832-t1_3832,0.051974795784506644,0.060951589375544735,0.064934691,0.028726281,0.022429520197175146,0.024855156874768247,9.142298482748517,0.059287025,10.234530868184555,0.025336986155553427,-0.31285282,3.5779199608977983
PaCtg0266g26310-t1_26310,0.048723471305226584,0.064091571,0.064934691,0.035608716,0.026680003542069453,0.03683768,12.576003953428932,0.059249911,13.699466985121541,0.033042133,-0.14107601,1.3390219053129255
PaChr4g15093-t1_15093,0.051045846,0.063362647,0.065689392,0.044864405,0.044626489,0.037013034,10.702875381330438,0.060032628,8.647292492858858,0.042167976,-0.022392884,0.17616221567827012
PaChr3g12472-t1_12472,0.049710480522150935,0.064764424,0.065745296,0.2543040202775078,0.1607473323789424,0.29010730130800955,12.216095710180342,0.0600734,23.202086754792578,0.2350528846548199,0.7088619097185361,2.9232515588737398
PaChr7g21744-t1_21744,0.052207033,0.063867286,0.066499997,0.344013,0.21871920244402787,0.1817385318546756,10.205601184409835,0.060858106,27.982903542306587,0.2481569114579638,0.7149257326701237,3.0440756667587463
PaChr7g21596-t1_21596,0.054006874,0.062353366829356216,0.066611805,0.045279724,0.034354487,0.053730115,8.583896099691902,0.060990681663783686,17.841831929527736,0.044454775,-0.004681944,0.026945127928799058
PaChr3g13711-t1_13711,0.056503426309218174,0.061400158160764384,0.067338554,0.072512807,0.047342075,0.049170911,7.174767527587737,0.061747379,20.338112708272206,0.056341931191962936,0.10231259093192868,0.9731399521610082
PaCtg5041g41920-t1_41920,0.057316257429038175,0.061344087,0.067701928,0.7494833492400994,0.3787617072774768,0.3636390769133462,6.882324500256873,0.062120758,35.88036065525668,0.49729471114364077,0.926726679,3.1117798638450505
PaCtg1124g31771-t1_31771,0.056097010749308174,0.062914078,0.067897592,0.053764105,0.03990373,0.052502636891719134,7.763544356847294,0.062302893,12.843373635331954,0.048723491,0.029027407116933805,0.4085304736643779
PaChr8g21982-t1_21982,0.063296372,0.056073403836280955,0.067953496,0.074055422,0.061510353,0.038240511893545714,7.827518638109399,0.06244109,25.611761669772946,0.057935429,0.097189205,0.398569993
PaCtg0662g28948-t1_28948,0.058535504,0.060783376,0.068009399,0.046644345,0.030871452,0.043851839761679556,6.472757565086153,0.06244276,16.987469823023392,0.040455879,-0.070650978,0.8273251381410985
PaChr2g10299-t1_10299,0.055110002,0.065269064,0.068596389,0.13534469190822956,0.11044994613102699,0.1297752977424783,9.106636795855914,0.062991818,8.521364485362653,0.12518997859391162,0.44268333659469655,4.005238116739378
PaChr2g08930-t1_8930,0.059116098,0.061568371455221815,0.068680245,0.034362758,0.027093245,0.023803032899493204,6.425805629327873,0.063121571,15.523896957423858,0.028419678725955393,-0.295231234,2.1083612488642927
PaChr5g17161-t1_17161,0.056271189,0.064652282,0.068847956,0.09838127,0.076268976,0.12749569579604897,8.2652442,0.063257142,20.829248674478748,0.10071531379066538,0.3444225519035698,2.0559948929645744
PaCtg0266g26309-t1_26309,0.055690595,0.065381206,0.068931812,0.030090902119152496,0.025794486,0.040520114,8.835740828212337,0.063334538,19.24078078525044,0.032135167,-0.216554682,1.3629958775471587
PaCtg2225g36737-t1_36737,0.060335344,0.061231944866307064,0.069099523,0.043381121,0.039962764,0.040870822,6.194881847099305,0.063555604,3.491699358402186,0.041404902,-0.071138492,1.3650555751186886
PaChr8g21925-t1_21925,0.058883860302976765,0.062689793,0.069127475,0.077259314,0.057082766,0.041338432487411314,6.650762906398929,0.063567043,25.105463072302932,0.058560171,0.089698881,0.48090798626954173
PaChr8g23534-t1_23534,0.059116098,0.062577651,0.069183379,0.046169694,0.042442213,0.044377902,6.563747476133962,0.063625709,3.433607208101553,0.044329936,-0.03560442,0.9442597200628974
PaChr10g04153-t1_4153,0.061264294,0.060783376,0.069323138,0.076843995,0.063281388,0.089093171,6.140830450322843,0.06379027,13.797525374229668,0.076406184,0.22422797096964286,1.9189005414679163
PaCtg1811g35240-t1_35240,0.062193244,0.059886239,0.069323138,0.046703676,0.040553109,0.067933789,6.295851675875067,0.063800874,22.67454669894824,0.051730191,0.034754807744702486,0.15159684333475568
PaChr3g11764-t1_11764,0.060451463,0.062129082,0.069602657,0.048068297,0.045512006,0.07325286,6.2095412406839685,0.064061068,22.51030313759135,0.055611054,0.065562146,0.3165817684550548
PaChr9g25334-t1_25334,0.060799819,0.063362647,0.07038531,0.052874135,0.038368833,0.053320955539155335,6.248319555098058,0.064849259,14.413507881542767,0.048187974,-0.006279313,0.056400594
PaChr9g24494-t1_24494,0.059116098,0.066054059,0.070916396,0.049610912,0.040789247,0.034324273,7.408304274708268,0.065362184,15.070222586106022,0.041574810377297544,-0.096148687,0.9461022599131058
PaChr2g08214-t1_8214,0.056271189,0.069418325,0.071223867,0.051806171038432214,0.043681937,0.043793388429719804,10.152810608800648,0.065637794,8.193055547575922,0.046427165,-0.033602416,0.5818013691127687
PaChr9g24859-t1_24859,0.060857879,0.06504478,0.071251819,0.059934564049200834,0.053009386,0.085936799,6.497351544082056,0.065718159,21.38164652512805,0.066293583,0.1321909074026514,0.8061977842839206
PaCtg3123g38909-t1_38909,0.059406394594289647,0.067175481,0.071615194,0.048483616,0.038132695,0.050982902260766294,7.637277409041983,0.06606569,12.128553200409096,0.045866404,-0.044558663,0.598864666
PaChr11g05673-t1_5673,0.072701989,0.054391271,0.071643146,0.07927658,0.039431454,0.014684625113775773,12.67003243544685,0.066245469,59.84273228441906,0.044464219408402485,-0.197408726,0.26230081503723135
PaChr7g20925-t1_20925,0.060393404,0.066782984,0.071894713,0.039821241197736834,0.027447451923786448,0.032512281361492534,7.090491742169726,0.066357033,15.271034282441512,0.033260325,-0.225747424,3.5506997570520444
PaCtg3468g39635-t1_39635,0.060741760005422585,0.066446557,0.071894713,0.054772738,0.048817937630060315,0.05045684,6.861823956671633,0.06636101,4.891192616,0.051349172,0.009595879,0.696585914
PaCtg0470g27520-t1_27520,0.058535504,0.070091178,0.072649414,0.061655172788706636,0.039313385,0.068342948,9.151395580699676,0.067092032,21.99321484,0.056437168,0.043529014,0.2394504219922288
PaChr7g20346-t1_20346,0.060799819,0.068521188,0.072956885,0.065689704,0.058499594,0.057412548776336225,7.449888904536158,0.067425964,6.066976748755715,0.060533949,0.078353166,3.028687683827351
PaChr9g24971-t1_24971,0.063180253,0.066895126,0.073292307,0.054238755808078354,0.046043317,0.057178743,6.160801792,0.067789229,8.977022039760383,0.052486938604758136,0.00594852,0.074857381
PaChr12g07641-t1_7641,0.057490436,0.072614378,0.073404115,0.040236560548652045,0.036538764,0.048352592,10.794718476468276,0.067836309,11.829792040140326,0.041709305464606196,-0.113395197,0.9659596539239302
PaChr1g03131-t1_3131,0.058767741571573884,0.072502236,0.073963153,0.051153526344136946,0.042914489,0.043150423778162805,10.00551542230231,0.068411043,8.372462369165119,0.04573948,-0.070280112,1.2674194559907612
PaChr7g20735-t1_20735,0.066547697,0.065493348,0.07421472,0.074886061,0.069539044,0.030057325419183933,5.653209023793574,0.068751922,34.373143706048694,0.058160810012583775,0.003695971,0.008323347
PaChr3g12473-t1_12473,0.060451463,0.07272652,0.074885565,0.089422238,0.061274215,0.091898835,9.165682003228195,0.069354516,17.176375522207863,0.080865096,0.1890746542586917,1.5417437730612304
PaChr11g06621-t1_6621,0.069160368,0.06504478,0.07524894,0.020063906,0.010386484,0.018191705031359362,6.003760165134273,0.069818029,25.84788258,0.016214031815336833,-0.767950456,4.463572706
PaChr5g16641-t1_16641,0.059116098,0.075586146,0.075668218,0.041838507,0.05147449,0.045371574,11.099664705257172,0.070123487,8.609969965890134,0.04622819,-0.086592423,0.6140401523108614
PaChr2g10471-t1_10471,0.065676806,0.069474396,0.075780026,0.088532268,0.099823738,0.052677990887598336,5.926248367186734,0.070310409,25.016041024019568,0.080344666,0.16174444806041982,0.8471724047932431
PaCtg0715g29349-t1_29349,0.074095414,0.062185153534898785,0.076199304,0.045813706,0.03175697,0.033622857,8.712137839790644,0.070826624,16.817529238923502,0.037064511,-0.206387164,1.5447390512202857
PaChr6g19150-t1_19150,0.059638632,0.076427212,0.076339064,0.032879475,0.030399176468851874,0.035902458615156674,11.148778983874594,0.070801636,6.806771390581809,0.033060369995959106,-0.272157885,2.2857845396322323
PaChr7g21718-t1_21718,0.068347537,0.068072619,0.076367016,0.046051031,0.026680003542069453,0.062965425,5.423524868456857,0.070929057,32.77485752,0.045232153438681456,-0.116760093,0.4626277079960424
