ids,Time0_1,Time0_2,Time0_3,Time6_1,Time6_2,Time6_3
PaChr2g09653-t1_9653,0.019461550991706045,0.0278713235985395,0.03156012851244683,0.018758616972752384,0.007198621544637462,0.013281793146742327
PaCtg0769g29761-t1_29761,0.021551688156957516,0.026972503895155597,0.033349049778947204,0.01721600224078168,0.0065492421447229665,0.01526913843337302
PaChr2g10300-t1_10300,0.022904471377800772,0.03084140966767518,0.03368447251641604,0.35237871842933677,0.2572096905116814,0.1982802587992784
PaChr10g05077-t1_5077,0.02311929103089605,0.02770142817113752,0.034467125570509904,0.009977579267688497,0.003007172690644433,0.01269727982714508
PaCtg2128g36447-t1_36447,0.02311929103089605,0.027869641465594952,0.0345509812548771,0.009502928580928272,0.0037155865814602063,0.011352899192071275
PaChr1g03549-t1_3549,0.024570775173431814,0.0283182102508146,0.03547339378291636,0.10585701799325142,0.04238317812181769,0.05747100010829592
PaChr12g07342-t1_7342,0.023699884687910344,0.029832129900930926,0.0358088165203852,0.011460862663814186,0.004305931490473314,0.007904270606447383
PaChr1g02832-t1_2832,0.02486107200193899,0.02904713452679658,0.03597652788911959,0.014249435448530356,0.0024168277816314365,0.01433391712201737
PaChr3g13796-t1_13796,0.025383606293251815,0.028654636839729353,0.03603243167869774,0.010689555297828779,0.0026529657452366573,0.014801527777695167
PaChr10g04597-t1_4597,0.024338537710626107,0.02966391660647355,0.03603243167869774,0.013359465410854976,0.0010000000000000009,0.010417677880715681
PaChr7g20330-t1_20330,0.023757944053611812,0.03128997845289483,0.036563517679690016,0.014842748806980666,0.006844414599229576,0.012580377163225576
PaChr5g18154-t1_18154,0.026254496778773284,0.030504983078760373,0.03737412262857298,0.013656122090080103,0.010445518544209387,0.013690952470460371
PaCtg0266g26298-t1_26298,0.025035250099043282,0.031682476139962,0.03737412262857298,0.01721600224078168,0.007966069926354402,0.019068475010755315
PaChr11g05994-t1_5994,0.025441665658953283,0.031458191747352204,0.03745797831294023,0.01638536353895137,0.007062251870655456,0.011352899192071275
PaChr7g20121-t1_20121,0.026777031070086166,0.03157033394365716,0.0381567756826669,0.015554724837121003,0.008438345853564955,0.013047987818903373
PaCtg3729g40111-t1_40111,0.02596419995026611,0.032579613710401356,0.03826858326182314,0.014546092127755483,0.0022987587998287706,0.015502943761211918
PaChr5g16395-t1_16395,0.02608031868166899,0.03319639579007838,0.038631957894081026,0.011698188007194243,0.00855641483536751,0.008839491917803088
PaChr8g21803-t1_21803,0.029331643160949106,0.030448911980608007,0.03882762115760452,0.013774784761770187,0.0037746210723614837,0.014684625113775773
PaCtg1078g31485-t1_31485,0.029273583795247637,0.031065694060284976,0.03910714010549521,0.014546092127755483,0.0045420694540785345,0.010534580544635186
PaChr7g20976-t1_20976,0.028809108869636224,0.03157033394365716,0.03913509200028431,0.014130772776840383,0.004778207417683755,0.010651483208554635
PaChr3g13959-t1_13959,0.025848081218863284,0.03504674202910946,0.039442562842964046,0.01585138151634613,0.0030662071815458214,0.01749028904784261
PaCtg0124g25655-t1_25655,0.027880159018413342,0.03370103567345051,0.039750033685643726,0.01620736953141627,0.004424000472275869,0.025498121526325246
PaChr3g12707-t1_12707,0.02811239648121905,0.03448603104758485,0.04025316779184701,0.01436809812022044,0.006608276635624355,0.018776218350956664
PaChr4g15204-t1_15204,0.029563880623754812,0.034093533360517736,0.04075630189805024,0.0224371597951441,0.00908772525347934,0.01678887306432597
PaCtg0242g26198-t1_26198,0.029331643160949106,0.03431781775312753,0.04075630189805024,0.0224371597951441,0.017234484997859956,0.028245334128432387
PaCtg1960g35781-t1_35781,0.027009268532891872,0.03689708826814059,0.04092401326678463,0.0293195947531672,0.009973242616998945,0.02041285564582901
PaChr11g06238-t1_6238,0.029273583795247637,0.035607453010634005,0.04137124358340977,0.016919345561556554,0.008851587289874008,0.026784050829439243
PaChr3g12471-t1_12471,0.028634930772531875,0.03874743450717166,0.04262907884891781,0.07547937404059779,0.040021798485765314,0.07635078033128778
PaChr5g17145-t1_17145,0.0299122368179634,0.03891564780162898,0.04332787621864448,0.06580836629785852,0.04982152397538253,0.07085635512707344
PaCtg1160g32022-t1_32022,0.030144474280769107,0.03913993219423889,0.04355149137695702,1.9202092681341631,0.1812323007216966,0.7664856567797849
PaChr10g04768-t1_4768,0.03217655208031911,0.03740172815151266,0.04366329895611326,0.030862209485137793,0.04013986746756787,0.043150423778162805
PaChr3g12552-t1_12552,0.03217655208031911,0.03740172815151266,0.04366329895611326,0.030862209485137793,0.04013986746756787,0.043150423778162805
PaChr5g17316-t1_17316,0.033744154954257755,0.036224235090311085,0.04383101032484771,0.02362378651204461,0.012629794707557818,0.030174228083103438
PaChr3g13082-t1_13082,0.03502146099968917,0.03571959520693896,0.04419438495710559,0.01911460498782258,0.012393656743952597,0.014567722449856269
PaChr6g19653-t1_19653,0.03089924603488764,0.04031742525544041,0.04450185579978533,0.03952458451851171,0.03500386675915401,0.08470932080152871
PaCtg0460g27401-t1_27401,0.036589063873627814,0.03504674202910946,0.044613663378941626,0.03620202971119019,0.01971393361571494,0.040695467835854315
PaChr7g20881-t1_20881,0.034034451782764874,0.03829886572195201,0.04500498990598856,0.04462707940118399,0.018120002361379617,0.05022303494528979
PaChr1g00075-t1_75,0.032582967640229166,0.03970064317576344,0.04500498990598856,0.017038008233246638,0.009264828726183283,0.018074802367439913
PaChr1g02622-t1_2622,0.03386027368566058,0.038691363409019186,0.0451167974851448,0.028488956051336722,0.02065848547013588,0.05033993760920924
PaChr6g19404-t1_19404,0.032350730177423404,0.04031742525544041,0.045200653169511995,0.09505871486945655,0.11062704960373093,0.3006869923927201
PaChr5g15887-t1_15887,0.03548593592530064,0.03975671427391586,0.04643053654023105,0.36655890769629806,0.1743842997771447,0.16747640685650222
PaChr8g22345-t1_22345,0.034556986074077756,0.041214562825879764,0.04671005548812168,0.04231315730322799,0.02166207181545815,0.038825025213143016
PaCtg0940g30727-t1_30727,0.03629876704512064,0.039588500979458485,0.04673800738291073,0.028073636700421623,0.024613796360523632,0.021055820297386008
PaChr2g09933-t1_9933,0.03687936070213493,0.03975671427391586,0.04710138201516867,0.028785612730561905,0.023078899597089586,0.01702267839216487
PaChr1g02796-t1_2796,0.03699547943353776,0.04009314086283061,0.04732499717348121,0.0207165510556383,0.007552828490045349,0.028537590788231038
PaChr5g16021-t1_16021,0.03519563909679352,0.043513477850130544,0.048163554017153276,0.020360563040568158,0.014223725961893197,0.037305290582190065
PaChr1g00203-t1_203,0.03519563909679352,0.043513477850130544,0.048163554017153276,0.020360563040568158,0.014223725961893197,0.037305290582190065
PaChr1g00513-t1_513,0.03589235148521064,0.043120980163063316,0.04830331349109862,0.02623436528922579,0.017057381525156012,0.020646660973667907
PaChr5g16891-t1_16891,0.03885337913598352,0.04087813623696501,0.0486107843337783,0.037329325092245735,0.029277521141726992,0.027427015480996242
PaChr10g04783-t1_4783,0.0391436759644907,0.04099027843326997,0.048806447597301794,0.032048836202038355,0.017883864397774396,0.03210312203777438
PaChr1g00788-t1_788,0.037692191821954935,0.042896695770453463,0.049058014650403436,0.02837029337964675,0.015876691707129853,0.027017856157278197
PaChr3g12369-t1_12369,0.0391436759644907,0.042672411377843666,0.04964500444097386,0.01887727964444247,0.012098484289446043,0.01749028904784261
PaChr4g14640-t1_14640,0.038679201038879285,0.04390597553719777,0.05003633096802085,0.2126534225142992,0.06109711173753263,0.12007237663716358
PaCtg1007g31151-t1_31151,0.040943516301234995,0.04256026918153871,0.050455609389856826,0.03216749887372844,0.020776554451938545,0.020529758309748458
PaChr5g17315-t1_17315,0.0399565070843107,0.04463489981317964,0.051014647285638204,0.024929075900635145,0.023019865106188253,0.040695467835854315
PaChr1g00987-t1_987,0.04222082234666641,0.04345740675197807,0.05151778139184143,0.03074354681344782,0.017883864397774396,0.023393873575775104
PaChr1g02461-t1_2461,0.04007262581571358,0.046317032757753396,0.05190910791888831,0.029675582768237285,0.01764772643416912,0.033505954004807825
PaChr6g19490-t1_19490,0.03763413245625352,0.05018593853027292,0.05266380907819318,0.023327129832819482,0.01410565698009053,0.019302280338594213
PaCtg0119g25590-t1_25590,0.0403629226442207,0.04822345009493695,0.05299923181566202,0.0315777453954289,0.019891037088418884,0.02777772347275459
PaCtg3343g39382-t1_39382,0.04407872204911223,0.04547596628546652,0.05341851023749805,0.024691750557255088,0.02178014079726076,0.019828342326231707
PaChr6g19492-t1_19492,0.04355618775779935,0.04872808997830902,0.054788153082162394,0.17236744547552613,0.08961077084286495,0.20868459588810978
PaChr3g13554-t1_13554,0.04169828805535358,0.051307360493322074,0.055179479609209325,0.03329479425478393,0.042324143630916355,0.06764153186928845
PaChr3g13620-t1_13620,0.04523990936314082,0.04816737899678447,0.05531923908315467,0.036914005741330524,0.02390538246970786,0.03479188330792188
PaChr9g23909-t1_23909,0.040188744547116406,0.05310163563420073,0.05534719097794377,0.038812608488371425,0.03707007394069983,0.04151378648329046
PaCtg3936g40424-t1_40424,0.04791064018540658,0.045700250678076315,0.05537514287273282,0.032048836202038355,0.022370485706273813,0.015386041097292469
PaChr2g08157-t1_8157,0.04355618775779935,0.0512512893951696,0.05604598834767044,0.027361660670281285,0.03134372832327281,0.024855156874768247
PaChr3g13470-t1_13470,0.04245305980947223,0.0527091379471335,0.05624165161119388,0.03543072234520489,0.022134347742668592,0.03771444990590822
PaChr6g19774-t1_19774,0.04355618775779935,0.05186807147484662,0.056353459190350175,0.032938806239713736,0.02662096905116812,0.054840690170108175
PaChr5g17170-t1_17170,0.04303365346648652,0.05254092465267618,0.05643731487471737,0.03827862646576613,0.024849934324128853,0.02736856414903649
PaChr1g01476-t1_1476,0.04686557160278082,0.04912058766537625,0.056577074348662715,0.03270148089633362,0.038191729267824714,0.04227365379876691
PaChr2g09673-t1_9673,0.04709780906558658,0.04900844546907129,0.056632978138240864,0.04438975405780393,0.0383688327405286,0.05092445092880654
PaCtg3522g39738-t1_39738,0.04518184999743935,0.051139147198864754,0.05677273761218621,0.0339474389490792,0.02969076257803621,0.0457807337163505
PaCtg1293g32798-t1_32798,0.04808481828251088,0.048447734487546745,0.05682864140176436,0.0163260322031063,0.010091311598801611,0.012054315175588026
PaCtg0482g27590-t1_27590,0.05029107417916523,0.04805523680047957,0.057695150140225415,0.054713406494838523,0.039490488067653484,0.04683285769162565
PaChr5g15650-t1_15650,0.04692363096848223,0.0518120003766942,0.05794671719332706,0.04047388589203216,0.03258345263220036,0.036370069270834526
PaChr5g17970-t1_17970,0.049710480522150935,0.04968129864690085,0.058226236141217746,0.028488956051336722,0.018887450743096612,0.03555175062339827
PaChr3g13507-t1_13507,0.046749452871377994,0.05467162638246953,0.0592884081432023,0.024454425213874975,0.014991174343610192,0.04320887511012256
PaChr9g24745-t1_24745,0.05185867705310376,0.05422305759724988,0.061524559726327754,0.04047388589203216,0.030458210959753207,0.038240511893545714
PaChr5g17506-t1_17506,0.050523311641970936,0.05556876395290883,0.0615525116211168,0.04670367615575993,0.04303255752173202,0.04081237049977371
PaCtg0242g26194-t1_26194,0.04994271798495664,0.05635375932704323,0.0616643192002731,0.04700033283498506,0.04055310890387709,0.03362285666872733
PaCtg0497g27686-t1_27686,0.049536302425046586,0.056802328112262934,0.061692271095062146,0.46184503306341074,0.1758011275587762,0.6665338791286517
PaChr2g10735-t1_10735,0.04796869955110805,0.05837231886053168,0.06172022298985125,0.19722727519459232,0.1260350517289726,0.22434955285331665
PaChr1g00189-t1_189,0.04703974969988517,0.06078337608108736,0.06247492414915612,0.06100252809441131,0.0639307673007955,0.04934626496589389
PaChr4g15266-t1_15266,0.052787626904326646,0.055456621756603874,0.0625867317283123,0.10935756680810799,0.1012996000413241,0.08301423217469667
PaChr9g24293-t1_24293,0.04889764940233088,0.05943766972542841,0.0626985393074686,0.03234549288126348,0.025912555160352346,0.042332105130726605
PaChr10g04201-t1_4201,0.04936212432794235,0.05932552752912351,0.062866250676203,0.03139619150774309,0.0245547618696223,0.03748064457806932
PaChr8g23110-t1_23110,0.05818714791455959,0.051139147198864754,0.06303396204493744,0.01869928563690737,0.00855641483536751,0.013106439150863125
PaCtg2081g36244-t1_36244,0.051220024030388056,0.05842838995868416,0.06331348099282813,0.04652568214822489,0.03087145239606237,0.050047680949410644
PaChr3g11454-t1_11454,0.050813608470478056,0.060503020590325085,0.0641520378365002,0.042965801997523256,0.027565520905589058,0.022166395604620803
PaChr4g15571-t1_15571,0.052787626904326646,0.05994230960880048,0.06482288331143776,0.0471783268425201,0.038191729267824714,0.05495759283402768
PaChr10g03832-t1_3832,0.051974795784506644,0.060951589375544735,0.06493469089059406,0.02872628139471689,0.022429520197175146,0.024855156874768247
PaCtg0266g26310-t1_26310,0.048723471305226584,0.06409157087208239,0.06493469089059406,0.03560871635273993,0.026680003542069453,0.03683767992651232
PaChr4g15093-t1_15093,0.05104584593328376,0.06336264659610041,0.06568939204989893,0.0448644047445641,0.0446264887760674,0.03701303392239147
PaChr3g12472-t1_12472,0.049710480522150935,0.06476442404991184,0.06574529583947702,0.2543040202775078,0.1607473323789424,0.29010730130800955
PaChr7g21744-t1_21744,0.05220703324731235,0.06386728647947248,0.06649999699878184,0.344013000075188,0.21871920244402787,0.1817385318546756
PaChr7g21596-t1_21596,0.0540068735840567,0.062353366829356216,0.06661180457793814,0.04527972409547931,0.03435448735923963,0.05373011486287338
PaChr3g13711-t1_13711,0.056503426309218174,0.061400158160764384,0.06733855384245391,0.07251280724834647,0.0473420753575276,0.04917091097001475
PaCtg5041g41920-t1_41920,0.057316257429038175,0.06134408706261191,0.06770192847471174,0.7494833492400994,0.3787617072774768,0.3636390769133462
