lineage_3,log2FC Large/Lung,log2FC Giant/Large,log2FC Small/Giant,transformed_pval,adjusted_p_values_BC2,adjusted_p_values_bh2,adjusted_p_values_by2
C22:6 CE,-0.019446419323187577,0.07600836971865207,-0.15648932382760947,5.429238202089559,3.0770556839781964,4.399274978712116,3.6214469170874835
C46:2 TAG,0.0036619036042486613,-0.08751410787402665,0.12451891850930145,2.1240113869295274,-0.0,1.784666093523337,1.0068380318987047
C46:1 TAG,0.00992027928103573,-0.0751572813356123,0.11372396696052564,1.8011476674654323,-0.0,1.5058700006905426,0.7280419390659102
C46:0 TAG,-0.018363539352414037,-0.0037022510905808034,0.05555914328650476,1.3241304281930617,-0.0,1.085891262388536,0.3080632007639037
C48:3 TAG,0.0004004555446323299,-0.18622621555679247,0.19113945788848913,0.9807395195056512,-0.0,0.8075339486874582,0.029705887062825866
C48:2 TAG,0.029458177987540718,-0.10652471504291826,0.10718761590942176,1.1263253355592757,-0.0,0.9233619301032931,0.14553386847866087
C48:1 TAG,0.021085759346065425,-0.11785439140170616,0.13836794326238816,1.0328958020856893,-0.0,0.856804543030008,0.07897648140537566
C48:0 TAG,-0.0006226537822022689,-0.052263509306592244,0.08573767876358795,0.5479875712210209,-0.0,0.45025268447512845,-0.0
C50:3 TAG,0.019261895843172585,-0.11111194438253917,0.11222933985250429,0.9724272077963793,-0.0,0.8020882776297894,0.02426021600515705
C50:2 TAG,0.036003122533592086,-0.09004972386762783,0.07630878573373445,0.8660235907693538,-0.0,0.7179610553139161,-0.0
C50:1 TAG,0.02232077845405202,-0.08268245686995049,0.09065890170055493,0.539530386994119,-0.0,0.44552575372819486,-0.0
C50:0 TAG,0.008558132244228663,-0.09933792559471026,0.11663919336882486,0.5698991086615287,-0.0,0.4656898569119728,-0.0
C52:5 TAG,0.007436475211456605,-0.08246128308281678,0.0820289289569321,0.32412182445322546,-0.0,0.2772906757884867,-0.0
C52:4 TAG,0.024771019196839966,-0.11492338299811898,0.10580506195803324,0.7215817708924569,-0.0,0.5998481741593683,-0.0
C52:3 TAG,0.04008227224148863,-0.09057582868627312,0.053089963815272916,0.7076163584769058,-0.0,0.5884299507576972,-0.0
C52:2 TAG,0.03969871000510743,-0.08155112770381895,0.05685962586651985,0.8269807164176785,-0.0,0.6869858027102738,-0.0
C52:1 TAG,0.02908946338495209,-0.10360692732399683,0.08431418354318357,0.5374994826094769,-0.0,0.44552575372819486,-0.0
C54:7 TAG,-0.0023607777755123073,-0.05311364717271007,0.06584077434369703,0.5352571821091279,-0.0,0.44552575372819486,-0.0
C54:6 TAG,-0.003085302267174399,-0.05824851006317137,0.08207565132949574,0.6878427234414499,-0.0,0.5711886522376365,-0.0
C54:5 TAG,0.0010278785502526447,-0.043182813224497615,0.06348221948885545,0.17884256506082472,-0.0,0.16311978079799172,-0.0
C54:4 TAG,0.028088052121623065,-0.09701568608421542,0.08037690363243034,0.41140584567964794,-0.0,0.3470250574985115,-0.0
C54:3 TAG,0.04251832636124722,-0.11403398658926261,0.05516860530272583,1.043681386448068,-0.0,0.8646851367489796,0.08685707512434732
C54:2 TAG,0.030886867298326237,-0.11276073334613718,0.08315926802810338,0.8330649504255883,-0.0,0.6903974468568568,-0.0
C54:1 TAG,0.0048416326834634475,-0.10036899757308361,0.09355420449390392,0.7671115133664205,-0.0,0.6324129394689643,-0.0
C56:8 TAG,0.00843064261130322,0.010522982761186473,0.03154973051077488,2.24091706147987,-0.0,1.8843697379660576,1.1065416763414253
C56:7 TAG,-0.008842505359759945,-0.009712822427400764,0.04306724335944664,0.48646835002494193,-0.0,0.4107476360868236,-0.0
C56:6 TAG,-0.018983895425328724,-0.018401831277479484,0.05479894094268639,0.37751987983846635,-0.0,0.3198035878886968,-0.0
C56:5 TAG,0.011945030435283183,-0.06686130411517441,0.07607767332335501,0.24810040191984845,-0.0,0.22225374473723736,-0.0
C56:4 TAG,0.04322795202057468,-0.13653400800031726,0.11831441975563511,1.2185289657659166,-0.0,1.003067014810961,0.22523895318632872
C56:3 TAG,0.035341266618382564,-0.11744228908654958,0.07694794643220557,0.857486961120792,-0.0,0.7121303190412792,-0.0
C56:2 TAG,0.024065629023067227,-0.1563391663734581,0.1439782438880021,0.9449947909262839,-0.0,0.7803329936513844,0.002504932026752152
C58:8 TAG,-0.009208492469821139,-0.03095325186375529,0.059660240825921036,0.1732584746925701,-0.0,0.15953245018581244,-0.0
C58:7 TAG,-0.008521198263169412,-0.043612145613081174,0.06671520379822572,0.04550387548621207,-0.0,0.04162622042301028,-0.0
C58:6 TAG,0.004236575395482454,-0.01693881203379473,0.02581117119093156,0.039554140890686894,-0.0,0.039554140890686894,-0.0
