id,T0_1,T0_2,T0_3,T6_1,T6_2,T6_3
XP_044502095.1,1988036.595,3494772.634,2935218.821,6174281.034,5015352.24,4334081.78
XP_044504082.1,4804610.573,16105498.83,15154129.01,11633878.85,13529536.61,7223692.923
XP_044503944.1,986654.2611,1650891.775,3411666.623,4692644.469,10248904.84,9448264.914
XP_044503600.1,499308.4351,3928158.592,1440481.662,406053.4385,1809385.527,1297566.074
XP_044483346.1,11438576.43,19962806.36,13942793.99,23798691.55,1505966.598,123824.7223
XP_044512171.1,1512679.326,2383519.157,2351354.176,3518221.939,5386165.703,3685612.77
XP_044487115.1,4654262.78,7957902.882,7618990.65,7724303.791,5400644.989,10856370.39
XP_044479177.1,569780.2961,521450.6506,1292159.297,482992.7586,641379.422,1846337.449
XP_044507285.1,521251.97,353617.4941,425407.6665,807118.498,797474.4791,1694776.29
XP_044497305.1,19858083.22,6690739.133,10534200.39,8758716.216,10071588.7,12794076.96
XP_044485391.1,8248187.743,9611235.028,5820812.252,12574143.2,5706057.925,8735188.421
XP_044462399.1,5070891.521,4926215.921,7223672.073,4036613.814,2151096.13,9291549.632
XP_044483959.1,8728096.108,7941860.85,6899850.761,8955287.955,6677136.419,6049250.318
XP_044482894.1,1773578.154,2215910.26,1962302.992,1404926.566,1992529.467,916654.4473
XP_044509257.1,261701.5434,1612446.784,493654.1818,362149.6202,284556.7129,258077.9396
XP_044475879.1,6914313.434,8054671.904,3695017.995,5930586.731,4663874.701,5488505.56
XP_044506367.1,15018357.76,8824413.611,8877553.368,2467318.593,3359993.678,12672213.03
XP_044505618.1,8547806.655,14302268.56,17638117.16,15930402.37,15014941.15,30064605.27
XP_044493676.1,2789277.214,3763711.872,7274715.882,3131045.636,6715813.605,7894823.015
XP_044486725.1,841754.3997,755088.0215,509580.8051,4037951.389,2420615.265,4830982.713
XP_044467000.1,1913787.261,2869157.807,2012640.639,1970071.015,2505504.524,5031014.646
XP_044503116.1,3441379.394,1648376.557,1393264.632,3963198.399,2905926.5,7726613.479
XP_044464203.1,1894600.162,3089730.73,2725057.482,1522645.206,754452.1672,1878015.416
XP_044479312.1,16208196.37,6797543.15,12055513.15,6101901.712,4199603.428,4802152.058
XP_044507096.1,21886583.01,31544457.57,13301774.05,11737766.78,12600343.95,9458297.585
XP_044511928.1,35076250.9,9432847.798,41869334.68,14040727.77,16840867.17,19891219.66
XP_044477324.1,3284513.015,2750006.398,1920428.243,4801170.631,2704762.599,3317442.961
XP_044462504.1,1103869.078,4649264.202,859616.1908,2471822.224,1128875.871,2865933.31
XP_044466381.1,5955387.068,17107122.32,4337345.784,3206686.71,4048542.638,7072387.084
XP_044481172.1,11447722.79,5237576.555,6346540.207,3487388.973,2877886.499,3233218.738
XP_044488654.1,1475557.231,955974.1405,1551110.827,909488.307,436552.6262,1312177.104
XP_044503673.1,19029875.32,20284124.1,27513481.36,16517110.7,13654397.19,23103915.68
XP_044464149.1,17699170.34,8733957.578,7215393.178,3609019.289,8524438.572,11216816.13
XP_044509280.1,5318044.222,2070373.141,2384249.651,7934330.754,4987793.032,4422468.993
XP_044465401.1,4202853.38,2605202.935,7229004.977,6476362.221,4855256.948,2924195.759
XP_044502297.1,19018260.62,21763002.86,10036711.77,21045763.4,12371188.1,19623944.54
XP_044467112.1,11233701.43,17801149.51,6044817.669,7133124.571,7264028.557,6051757.217
XP_044462041.1,12724385.56,9599520.822,6295213.848,18224753.71,9383369.002,11576033.92
XP_044491898.1,1197490.617,2433328.885,1482882.357,1826473.769,1278254.974,2131307.673
XP_044496933.1,6471328.711,3309296.364,5581336.042,9988566.069,10846153.04,11792478.11
XP_044491437.1,1232140.655,3197596.946,881197.5178,1502149.801,400616.8999,1653952.256
XP_044508874.1,2870428.048,2577140.882,2168131.413,3357667.461,6935472.027,6823176.836
XP_044469196.1,43870.87692,249153.69,16828.76641,139070.8544,37774.27278,35135.00493
XP_044493903.1,1912427.888,1072320.569,3750567.458,4380401.456,4359910.768,2300334.925
XP_044466318.1,1182538.551,3129398.178,362286.9028,4985362.22,3247605.758,3402648.748
XP_044506116.1,26718679.94,11806780.66,14990984.4,2981157.183,3786221.617,5754071.069
XP_044468511.1,1518934.941,5235519.298,5525898.864,6653387.866,1713889.667,3717946
XP_044484652.1,584194.3395,587338.9606,976626.7893,522452.197,703430.2875,431753
XP_044470456.1,4262362.986,4143355.221,1792332.415,6575537.878,4861961.955,6798763.469
XP_044464513.1,936908.8077,672905.7597,314585.1817,483049.5594,391570.5583,1353081.513
XP_044464809.1,5547030.763,6078568.196,6339502.765,3415909.038,7682276.346,3733248.852
XP_044510291.1,1505249.261,7211050.544,1234388.482,2882832.12,2523827.89,6709099.988
XP_044461451.1,537482.5958,617937.6535,1030164.403,610833.2027,664726.6786,431735.7224
XP_044496084.1,1364795.054,819692.0849,952330.5434,1191180.942,1127070.238,2823800.656
XP_044487086.1,6303542.389,1382006.868,3141234.66,3739574.21,2423037.715,2560529.226
XP_044485926.1,6254843.666,2698838.308,5821974.975,2887971.004,3331506.395,2215584.618
XP_044489657.1,3203716.039,2983449.424,3643336.241,1867412.651,3261995.681,4942391.375
XP_044491456.1,128305.3924,3005907.71,143260.2007,274728.1529,341932.539,331613.5576
XP_044506549.1,2618958.28,4300018.05,1151033.948,490937.0121,559530.2273,576100.4831
XP_044475039.1,,,,,,1743197.818
XP_044463727.1,391436.5195,2638367.159,865099.9858,3817857.317,1459865.985,1030199.704
XP_044486575.1,5891949.016,2740767.738,5308396.964,5193545.11,4344901.978,1940172.659
XP_044462717.1,410068.997,258690.0848,202513.5926,709094.8434,281420.9386,311557.285
XP_044494152.1,11100130.7,6513857.196,6533884.601,4316890.983,5273812.35,7400459.499
XP_044464321.1,1344934.576,2217697.755,1753593.217,1374827.986,1814643.561,285530.483
XP_044494498.1,11777955.71,4899419.056,5709182.138,3647386.859,2807588.622,10432355.93
XP_044486663.1,,,1450849.875,,,
XP_044493982.1,2018008.019,1089542.356,791261.4587,947113.7852,3259627.918,1643680.734
XP_044506240.1,6888871.99,4775021.917,1727787.698,2597399.487,5202972.874,6415350.339
XP_044491749.1,533612.5532,1346301.097,390276.434,635391.6756,373744.2986,623711.6892
XP_044502576.1,684431.7234,2332957.65,572445.6799,1674911.83,1156687.527,1881397.153
XP_044465876.1,2239772.795,3933620.77,3699015.354,1579163.807,2027314.621,2773735.073
XP_044504124.1,415456.4922,334135.217,4475297.078,1126110.331,1437337.55,385773.2918
XP_044483291.1,3541109.182,3391926.227,2461382.328,8699589.612,4209168.992,6448941.228
XP_044499450.1,4823313.836,4337363.669,10570922.37,8998050.699,3110439.583,1079867.072
XP_044486053.1,14154193.25,8141731.855,9388043.523,15979432.26,21524654.22,14159702.17
XP_044506473.1,477029.0312,154802.7394,230094.1069,307976.8962,559826.4058,245550.6743
XP_044474020.1,35891461.14,41198818.97,40820107.6,63651124.77,43622244.12,88807662.85
XP_044504663.1,27101584.21,76162451.59,110136014.6,119534033.2,101710483.2,100908424
XP_044464547.1,12559098.58,6614621.55,8436795.223,7606131.144,4953047.625,4795914.921
XP_044479984.1,189042847.8,307981718.6,212633281.2,160655029.2,355335494.3,287485533.9
XP_044506543.1,14470736.98,19796764.79,23429186.86,9137439.614,21982430.89,22065987.46
XP_044509599.1,7797792.808,4659426.42,4016174.883,3395553.123,1197428.296,2061085.266
XP_044504227.1,10233346.23,13982400.92,7609827.516,11488743.97,11343736.84,15047406.28
XP_044493014.1,19606227.7,55827378.98,52480686.61,33957470.36,24600608.65,10697112.09
XP_044479818.1,81082366.36,66234008.35,61277706.29,92257793.93,84359511.15,85522039.84
XP_044464963.1,109765975.9,130082867.8,109332120.5,135809726.7,157548176.6,141071367
XP_044462553.1,2443757.997,1627551.174,2300494.366,6188633.243,3852661.74,1875127.046
XP_044492862.1,3298321.439,611728.6449,2424579.359,2092640.704,1128256.225,1783495.92
XP_044462918.1,4855555.351,4205782.934,6585061.653,5983155.006,4891231.763,6563592.616
XP_044484038.1,29132605.06,60414214.22,61366456.25,63365676.73,49837964.04,82812047.75
XP_044484499.1,62985484.9,34601056,43274826.8,32197587.41,23692139.07,26404247.42
XP_044505407.1,111446016.2,49129116.99,78529577.7,86258978.07,15370186.66,100549917
XP_044506079.1,48385807.43,67186773.72,39250714.95,28667099.68,51184724.16,50743695.2
XP_044483368.1,,,,,,
XP_044496503.1,9945758.342,15352755.87,9850892.044,15669483.88,14100450.49,12526352.76
XP_044472442.1,36011372.29,26335870.92,31402247.49,25294757.64,8641607.554,21811068.66
XP_044495350.1,10165651.54,8573984.937,5556943.747,19253982.38,9719723.158,40650018.24
XP_044474471.1,2588769.089,3490274.305,3406727.625,4601092.743,5831513.915,13503304.03
XP_044499702.1,5929003.858,5846833.03,2280211.164,9826571.167,3471565.024,1326365.995
XP_044495388.1,14307588.63,37781481.33,52681798.99,31493001.25,18165179.83,83862428.25
XP_044470278.1,2902922.295,3117235.039,3527998.603,1491478.845,1967851.943,2432070.384
XP_044472727.1,6157191.451,8660166.898,19463355.73,7186999.959,7728835.802,6086781.659
XP_044467371.1,2406115.604,2284942.363,1487232.321,2953571.969,1734830.975,3114598.841
XP_044499225.1,2842281.968,1857011.851,5419406.688,5525631.382,6185937.87,2610277.307
XP_044484110.1,15570000.33,14294942.28,16407517.85,12027393.32,12525790.05,10984731.62
XP_044470164.1,79260046.3,98622133.31,79638788.83,94506436.31,66126116.73,103936162.1
XP_044488822.1,8921693.402,13922961.25,14958050,9019803.563,7692258.578,12375697.77
XP_044493842.1,37994207.23,46217972.01,29147182.2,31811418.24,12946664.84,15303809.11
XP_044473778.1,14022274.51,13601289.4,8023520.927,16752774.74,24184508.64,19014082.7
XP_044469067.1,79225878.1,65429772.86,58082696.15,65943013.24,73036453.22,84644128.64
XP_044495184.1,37726658.45,34214264.3,37094990.63,25463767.5,16287205.46,22198955.81
XP_044479831.1,2872436.466,1400948.6,1346205.607,1171117.032,2734020.253,3093426.675
XP_044490720.1,41115879.39,31757445.8,24521852.15,16477518.43,26521782.7,39266629.11
XP_044489509.1,17955699.3,22847375.98,17422887.4,22719066.7,10625920.54,48445941.71
XP_044489247.1,3893625.89,11799350.27,3092813.698,8228808.341,10583697.76,12513865.2
XP_044489738.1,16551042.76,18318867.84,28921179.13,31432551.16,16747318.27,26486437.13
XP_044461790.1,492110.5157,396750.2074,438129.3106,270144.7892,535712.3874,271212.4984
XP_044500280.1,5057857.865,4221714.671,4964378.257,2220890.542,2329142.954,8718555.215
XP_044473158.1,1525377.045,2126928.723,1868674.352,1682255.844,1501687.263,1355330.169
XP_044483763.1,1950004.078,1510293.027,456767.9576,1904241.9,1502943.328,5248182.58
XP_044505045.1,32870952.97,28722537.33,46225058.31,62193651.1,20832573.03,57589946.04
XP_044465503.1,2860703.759,7281784.042,3466248.987,4578860.741,3717904.511,2974941.442
XP_044511816.1,25226431.83,22235979.45,40264685.32,16026570.14,41456090.43,26752378.97
XP_044475929.1,21615716.08,24209395.07,16410352.52,42488743.03,21232960.84,15123919.11
XP_044507822.1,452400.347,978570.643,407342.3204,8597359.592,538785.7264,973563.5406
XP_044482549.1,4830325.838,7240708.624,6293225.368,4738071.295,4252030.097,4672215.376
XP_044506339.1,4075602.749,1360595.971,6646987.897,8016101.144,1719966.613,18371872.51
XP_044504489.1,77491513.8,40107641.37,136218345.7,253340221.7,140813676.1,181774474.4
XP_044497809.1,34189422.13,24490968.54,25154403.14,23076153.65,36623587.48,24275192.69
XP_044463542.1,4807284.165,2674838.172,2598775.82,1421940.569,2937895.496,3863565.038
XP_044506955.1,3450252.443,7403555.797,1007181.625,845520.1187,299535.5944,362601.1593
XP_044482937.1,7576521.31,6702437.627,5284818.424,12355907.62,6134982.062,11085011.58
XP_044504559.1,10278.63594,258286.0046,121314.2332,7374.677385,149892.0191,210493.1065
XP_044489366.1,3786868.168,2806083.717,1560890.476,5500558.643,2852588.051,5838472.662
XP_044500161.1,5124343.913,12323260.18,7945322.782,26862447.05,13231023.83,8771990.078
XP_044507654.1,2774382.954,1660338.03,2845318.056,1368397.49,1790083.687,3069028.57
XP_044493767.1,1465691.452,615312.8411,1603526.051,11677649.25,1875917.297,3047730.727
XP_044462040.1,11321519.8,16895332.2,12303317.41,15252771.58,11393517.13,23307169.17
XP_044491378.1,557899.7979,2212263.743,615823.7148,1085610.28,804612.5797,2008991.267
XP_044463352.1,8935174.904,12069001.87,7382690.91,8432440.662,7301033.848,12589411.81
XP_044491013.1,22552256.87,27827183.87,21250074.65,14677958.34,8048909.267,16057938.24
XP_044503402.1,11768769.6,8270960.971,11386324.15,6318581.046,6857931.593,7094975.19
XP_044473603.1,10312807.23,7689472.42,7824501.181,7652559.645,5644167.24,10746848.25
XP_044486478.1,24547628.33,70916680.83,63469014.64,30565542.89,40107105.54,72598914.72
XP_044463644.1,1092491.165,382688.6847,584834.9032,1792196.375,1076320.378,1826766.982
XP_044486033.1,5587753.133,6695495.828,2564912.629,15543697.2,8638452.545,13837824.66
XP_044507299.1,364612.1723,292211.7271,689688.6172,343070.8614,157846.148,713246.7741
XP_044483692.1,4679336.542,11059889.21,6057232.906,5892194.737,7805371.407,7596323.141
XP_044470566.1,17794683,11187595.7,9959516.896,7307194.461,10864501.27,11987316.94
XP_044494767.1,399546.0918,537980.7211,335531.4154,2702089.473,562661.0852,469793.7803
XP_044484403.1,2666510.526,5777034.771,2137251.569,3039023.741,4239576.211,3906782.826
XP_044469894.1,62096130.81,60772561.37,48145415.37,23971604.2,43411570.72,40654499.05
XP_044507274.1,13042751.43,9050836.465,10995579.43,7279638.513,3948081.815,10499654.77
XP_044493791.1,6216915.033,4345776.255,7003421.318,2731335.882,3454849.937,6206180.858
XP_044490850.1,8298776.233,10277972.3,19478619.99,13234203.04,8021987.495,13043782.59
XP_044511974.1,2607057.101,3655104.579,5264057.569,2842880.506,4027601.981,4155093.537
XP_044489786.1,9816684.126,12071069.2,12104463.42,14863767.32,15849428.15,14345864.3
XP_044487898.1,6140910.431,1681355.271,2444364.174,8226328.398,7952734.705,6983755.209
XP_044492042.1,2681479.37,1888813.049,857612.6704,2302974.17,2107680.187,3693516.351
XP_044503589.1,2567017.223,2561419.506,3029334.032,2142929.452,2177934.777,4924930.419
XP_044506893.1,350338476.7,220795796.1,187444802,139972088.4,200258897.5,180157798.8
XP_044499399.1,3336186.971,6256886.741,3186203.145,19887971.64,15211394.5,8976572.145
XP_044492349.1,25624551.49,21904398.95,17477050.62,28468778.13,29603111.57,23744314.86
XP_044487033.1,39476857.4,41516565.71,40545085.58,30279110.9,38594333.04,23635374.51
XP_044460874.1,3045757.031,9412403.82,11178047.46,25406410.25,6820104.039,13294463.06
XP_044475674.1,3767233.377,4023801.667,4001066.159,2110829.666,2032860.22,5261246.33
XP_044507067.1,13366159.91,23185251.97,22277540.56,16733983.61,15462056.21,22946759.1
XP_044472701.1,13252845.21,12646256.57,17753985.27,3255519.426,1844428.189,14695273.66
XP_044465781.1,8149114.515,5642840.681,3833846.916,3239635.467,3664942.146,5357068.176
XP_044462723.1,2788516.199,3374546.399,6628083.25,12445327.06,13585987.73,8138108.706
XP_044486257.1,2902391.432,8870588.398,3830475.404,4698916.232,4301929.735,5313170.167
XP_044502999.1,3835771.651,4027886.631,1811825.542,705538.5027,1475480.239,889134.0522
XP_044461129.1,8905321.776,17060813.06,12539616.83,19348451.9,15249216.37,16256349.33
XP_044476347.1,6909527.636,5510658.945,8773367.385,5924256.205,5255618.174,9254672.852
XP_044493289.1,4615903.879,11552066.54,4969927.688,5740897.068,5467966.021,6399839.112
XP_044502261.1,12214202.34,22431652.99,14534445.6,18373706.48,25946468.05,33536368.04
XP_044469358.1,6131993.397,7118507.96,6440384.559,9440116.704,7831756.011,5833419.923
XP_044485623.1,6575014.455,11601769.03,1744135.714,15108186.86,8582936.649,18278328.86
XP_044487004.1,10411404.13,16155182.6,7508129.186,11645558.68,9563692.171,14623676.62
XP_044463017.1,1447981.269,6963975.133,1568633.551,3761832.814,4740100.404,5371600.911
XP_044488960.1,6096240.538,979541.0582,5453464.964,5299234.569,1981363.744,4630374.902
XP_044483361.1,9321203.82,10840164.43,10365900.59,8964425.61,5764081.283,7661527.272
XP_044511987.1,12273451.08,6433776.122,6143126.887,3417163.7,3688992.153,9460274.31
XP_044503020.1,13795609.62,13903364.97,12356651.97,6340434.476,1466680.641,6172718.763
XP_044509607.1,693475.0586,879429.9254,376687.4498,417424.9162,371641.4595,1477734.859
XP_044477177.1,37953493.61,31347989.47,34016004.92,33210110.6,21379643.1,26810733.79
XP_044511545.1,9161141.346,3149129.276,4846724.873,6644014.891,5679948.539,5829919.746
XP_044474330.1,86342411.94,60813120.41,65296443.7,54472820.08,59929536.79,71818916.84
XP_044489664.1,26781410.89,19957331.91,51637248.41,80748790.8,29370984.41,63007812.34
XP_044511776.1,7188795.9,7548179.684,5073227.24,11631753.23,9325393.256,7178994.858
XP_044506885.1,2447068.535,1230790.435,679488.8798,796740.2524,474996.9891,1629238.238
XP_044507472.1,12958878.51,13876285.8,20641333.1,5042182.488,6578978.934,6071427.947
XP_044489673.1,21448601.16,23374959.99,17615676.18,34243202.04,17456724.08,26924731.79
XP_044495558.1,1819554.044,1645104.158,988990.4219,880930.7579,2822375.881,1701568.222
XP_044467156.1,6162358.862,2710262.588,3747145.178,729608.5303,1228976.67,2630606.24
XP_044479278.1,2422747.586,2785473.132,1165130.337,3507177.164,1453468.446,6309659.247
XP_044477175.1,10777495.12,2881654.434,18973487.54,5749492.77,2291052.461,13100662.68
XP_044483798.1,1271158.769,1818103.164,2822974.815,2613328.286,7515784.392,3846332.006
XP_044480977.1,1056736.549,2629205.687,2615545.122,5147686.647,1832715.284,1116964.122
XP_044479752.1,4870981.05,4778895.014,5655363.543,2855572.106,1004300.369,12355245.78
XP_044481358.1,994735.5334,4502194.998,183579.5968,982938.2543,158622.9139,46149.9251
XP_044470295.1,2920307.561,3790941.221,3099157.36,6348440.932,1705139.103,4771438.27
XP_044497454.1,264722302.2,190858414.2,232796700,321394169.1,290738632.5,280136956.9
XP_044496676.1,87383854.57,94796159.53,134739299.6,159909717.9,136321767.2,182663985.1
XP_044492086.1,3451429.549,1821826.915,7529490.275,1235969.557,5166922.136,8161266.385
XP_044465257.1,30068384.68,31414077.38,15540931.69,24840688.04,20833838.91,21510876.57
XP_044469954.1,471287.9515,1394852.674,1214729.825,1633033.188,1130404.587,3234070.844
XP_044464913.1,1508456.448,4279826.19,693140.5459,4345899.013,3984628.77,5128354.784
XP_044506261.1,8931526.637,7295356.297,11662360.88,25076682.92,15844611.22,11780907.31
XP_044485233.1,5076709.935,2544747.599,2572452.281,4191672.663,2803906.51,4719321.429
XP_044490066.1,8562658.806,10611216.8,4558275.086,9096617.398,8023707.869,7735264.449
XP_044501073.1,1910590.808,2941717.823,3403234.131,3201730.831,4904808.137,5477580.423
XP_044492522.1,4766508.579,2604051.173,2899786.193,3531312.235,3501096.476,5945217.031
XP_044499581.1,1475141.27,1173379.944,1069536.97,278005.5381,2250030.157,2008171.321
XP_044490105.1,6265016.804,7219623.678,10221247.97,2169919.986,4007044.383,3303470.899
XP_044473183.1,2250377.269,1571036.409,2839814.279,7149051.102,5256633.508,3526899.294
XP_044479614.1,12367652.01,5195226.305,7455236.576,16246059.37,6561498.679,3534586.547
XP_044487633.1,53060687.89,67174435.51,48266885.87,32387150.42,54775422.07,71978126.41
XP_044490143.1,47419818.36,68299531.02,84833686.38,45526671.46,70644733.1,32801669.34
XP_044484910.1,32929337.75,15324193,20853028.52,26474104.49,20611227.65,21679374.72
XP_044469951.1,48213186.91,56331555.24,45710780.52,33044507.9,45966528.32,38888899.25
XP_044469953.1,2175210.61,2842442.237,866273.0122,,,21990.60499
XP_044467776.1,15508577.53,18249446.36,11746966.62,10526998.07,13610316.49,18043026.03
XP_044487701.1,24596775.74,12187999.75,12712299.31,4688031.263,6527649.333,9564128.764
XP_044511172.1,1044886.82,4022154.582,2831175.325,6071655.962,500152.5485,1450648.564
XP_044503803.1,34965762.77,27352891.72,31513250.23,8653518.341,10224477.91,13501012.5
XP_044485031.1,5545274.443,2086016.026,3417201.016,2015842.639,1543169.779,2171836.517
XP_044464485.1,2228134.021,1110291.915,1406691.61,1093090.005,1835675.69,4301311.705
XP_044490569.1,2995270.674,2807718.945,1116632.416,6733172.027,7851089.861,7806626.74
XP_044470494.1,4487027.324,5797211.974,3663893.493,5093831.884,16645895.3,10396140.05
XP_044462961.1,16779913.46,14415035.28,11579578.18,6326578.14,9769148.902,20754985.96
XP_044472069.1,10551430.53,8589968.199,4249619.228,29821027.13,6619761.253,7687974.106
XP_044483560.1,6045844.702,8852142.389,10364418.77,19609094.1,23584687.77,20306281.93
XP_044468501.1,5630072.977,3058695.387,3022508.754,1009312.653,1194088.868,2157847.387
XP_044489556.1,8105178.979,9802101.314,13666253.57,7119303.742,9794965.398,6489541.746
XP_044484431.1,18224544.42,7344521.289,15378930.12,59280797.37,41552823.41,4927032.772
XP_044505433.1,1128250.434,2997496.461,5133554.959,7664349.08,2264350.59,2641520.563
XP_044463813.1,3264495.83,4029316.714,3588031.266,6826677.377,7442826.704,5072644.343
XP_044489719.1,6641935.05,16449747.96,7070410.355,11167251.28,22131971.11,34125382.09
XP_044492307.1,2290019.149,2899024.42,3911467.319,3067218.029,3216766.276,10478454.24
XP_044487251.1,2652172.557,2603471.359,9547774.538,2421990.929,6214494.185,839796.8264
XP_044475668.1,,,,,,
XP_044504368.1,2703763.245,8240395.462,10262216.59,2710807.737,5328339.382,4560071.969
XP_044490627.1,631039.9613,872551.3589,322697.9438,1432453.998,1083672.989,602494.3221
XP_044475881.1,4743115.11,6437755.272,2887048.1,3137583.445,6693563.393,3856300.094
XP_044512016.1,12289908.93,9908315.063,10242042.79,9121067.211,10066734.66,17461814.86
XP_044469858.1,5465027.893,3188533.406,1205707.855,3877084.068,4106508.345,2966011.096
XP_044489933.1,8866249.914,6429018.874,4467013.161,4840832.07,6812186.369,8641750.23
XP_044499709.1,5920001.989,3520602.977,7602126.827,4556704.566,5334337.973,6313410.721
XP_044496551.1,41838794.33,14465897.42,69588654.99,33310808.98,27792242.64,72854956.76
XP_044481207.1,8157518.226,1290823.931,3321642.64,5232116.453,1855362.198,3441626.208
XP_044468429.1,6651621.33,2263307.347,5459983.453,3554125.285,3827737.786,6581594.166
XP_044481478.1,15395588.39,14712753.99,6420648.698,2988596.651,4455764.7,8905176.377
XP_044511599.1,1753442.24,2738144.665,893488.0768,2328348.781,2987982.669,1494331.869
XP_044503813.1,4189909.219,3968216.662,4337146.676,5458052.49,6013206.896,5603146.086
XP_044490530.1,3329277.932,2932916.886,1424858.416,3147568.496,2307632.186,3295044.083
XP_044476026.1,2898107.109,2232100.573,3020891.91,3283184.836,2535094.345,3556554.853
XP_044473412.1,46372809.39,50867668.26,48114272.47,28343506.98,34220817.04,61949627.27
XP_044508354.1,15395556.68,5895045.764,13191462.66,13780431.29,15221850,14400962.09
XP_044507612.1,3724052.747,1201113.162,1949124.911,2990221.263,2705080,7668650.381
XP_044478686.1,8013440.207,3695032.342,1638312.598,3775508.268,2002718.758,8248040.284
XP_044462912.1,4910084.11,4312607.205,3551459.471,1643271.796,3286802.421,5159578.661
XP_044511934.1,1533455.913,1826889.938,2055394.461,6136067.509,8028264.15,7009832.508
XP_044508713.1,7413105.169,6510996.516,12814653.26,9054964.111,5018645,9835075.715
XP_044495097.1,939552.6703,1519442.918,791532,1540796.469,2108467.491,1401779.091
XP_044502164.1,1702730.299,1122017.997,2752457.996,4563031.23,5131245.881,33982870.43
XP_044495505.1,2067940.993,999123.7624,2760097.635,869198.954,3431935.111,2941265.937
XP_044470747.1,4625986.029,2627405.89,3913401.647,5619463.603,5448843.091,7030261.587
XP_044511167.1,2050877.004,1032700.116,1722220.76,1330242.622,1136329.98,1793002.7
XP_044479185.1,41571944.95,13195366.83,44994951.23,13753761.16,11111247.19,16367339.93
XP_044505127.1,10692882.51,15122102.72,14731203.08,12122094.48,13031878.6,12635226.81
XP_044475318.1,1041574.836,3158056.362,715742.7712,6623433.532,3457110.418,6510667.514
XP_044506104.1,1243354.982,41756.67606,1026319.302,1153906.735,544642.1656,1100685.551
XP_044493256.1,2935270.432,4120168.143,3968675.284,2842286.741,3497355.454,1904128.691
XP_044475545.1,2698204.06,3293703.478,5949302.191,9094092.009,1867642.568,4131658.989
XP_044477724.1,2991263.38,1354598.972,2609096.925,1303635.245,3484689.795,1836301.816
XP_044465085.1,4107886.093,2476666.514,4393559.19,2857671.912,2610132.126,3777782.925
XP_044468425.1,809096.2129,1255075.932,582540.8281,1808090.937,943347.2149,1482738.107
XP_044492935.1,577875.1557,1894514.608,275754.3125,1442411.198,960802.843,958965.1192
XP_044509889.1,6676572.207,13122972.06,18213753.28,23387046.36,25247981.5,26784520.34
XP_044486109.1,3361825.385,12374042.37,14810998.71,26846065.4,26487255.38,16268019.7
XP_044494834.1,7640253.355,5147453.476,1388288.685,681715.5017,5244234.59,12323828.5
XP_044497953.1,5986065.63,6885596.459,4391359.644,2592054.13,1730811.655,3357141.787
XP_044475520.1,12032352.23,14273201.97,14369079.43,15938505.67,15059468.46,24567016
XP_044483234.1,1602545.059,3395979.139,660596.6729,4142195.847,2641139.843,954442.0945
XP_044472134.1,737925.4393,426512.2478,1332876.518,3629369.282,1429037.031,2515920.938
XP_044497025.1,11460133.03,15140066.77,14232171.69,28579848.25,43100834.92,50507838.4
XP_044464026.1,9430092.978,11994984.38,6796233.679,15954316.9,2868593.645,34278699.3
XP_044497429.1,4868755.292,9111059.951,4063665.13,1288792.192,1026545.951,5686452.574
XP_044461057.1,71140.4853,471764.8892,1133848.658,529845.9596,221753.5028,414164.9185
XP_044479923.1,9369671.464,10683269.07,6994393.628,5135278.926,7013612.465,4470512.446
XP_044460663.1,66680643.86,22599360.54,38180948.47,18083583.89,14856705.93,18703159.15
XP_044500121.1,5502336.283,4646164.089,1895339.46,6761645.077,6489381.145,4741943.068
XP_044470265.1,3299823.976,7909022.508,17293632.69,4183976.189,8063327.101,5957092.083
XP_044471151.1,3053416.099,2715164.699,2861979.51,2560623.504,2774622.233,837770.9827
XP_044472057.1,1203244.547,5609102.246,6994358.529,4224339.405,3732160.665,3965272.266
XP_044472437.1,611436.5345,440787.872,433968.3984,2143251.523,3788274.56,612754.6022
XP_044508672.1,3416287.111,613797.586,3268024.644,1722246.814,2322844.218,2060690.57
XP_044504602.1,1516079.739,338827.4082,681985.7207,319882.4246,368866.1282,902175.4797
XP_044505325.1,1028710.265,763157.4538,965456.5094,1985897.937,942888.305,2117726.585
XP_044487293.1,14088749.23,9035629.704,10842832.83,8908862.205,9091122.47,10140172.26
XP_044468856.1,11622336.21,8852298.629,11645247.58,17000754.5,12349074.23,16833113.62
XP_044495223.1,4718798.579,16689317.28,8533505.071,9747141.714,7962243.275,11164392.17
XP_044476171.1,5442775.4,80323657.91,12355102.5,20926499.81,19727403.12,39422895.03
XP_044480157.1,9294406.071,9131078.888,9913435.056,7987217.405,7027718.877,4785451.754
XP_044511458.1,10003837.3,6881308.756,5234837.988,3984575.317,4078656.052,5038628.635
XP_044497490.1,1768482.626,1828513.721,1750244.032,3418459.863,1515655.203,1404167.248
XP_044462972.1,1159219.406,1391462.179,911364.166,2521365.121,6027361.978,3202202.013
XP_044477682.1,9532132.332,4354282.853,4586386.908,10209327.63,4865752.713,10038589.04
XP_044496063.1,7028863.05,4288449.569,5490563.846,6976480.834,4610327.455,3680961.506
XP_044496804.1,2938539.461,1600266.756,4394034.902,5048940.373,8915225.79,3492104.26
XP_044500443.1,3332393.122,2497395.776,4417794.809,1519722.648,2588587.504,2712319.717
XP_044508598.1,3196676.133,3300377.838,1454814.842,4053912.076,2335488.07,1034820.418
