ids,Time0_1,Time0_2,Time0_3,Time6_1,Time6_2,Time6_3
PaChr2g09653-t1_9653,0.14670650173280464,0.6498444891505915,0.22982184979887066,1.0358659646654313,0.9142901731681152,0.8245014132302972
PaCtg0769g29761-t1_29761,0.5509194327831364,0.5472533676638998,0.5523919051552748,0.9651513823971118,0.8792450575604396,0.953961226989227
PaChr2g10300-t1_10300,0.6999065366078825,0.8887397010618803,0.5941331978982203,3.084690388298704,2.8735402604532077,2.718306226586545
PaChr10g05077-t1_5077,0.7198986598666619,0.6320342671309938,0.6794720993897156,0.38912864430849625,0.6337390625826869,0.7793393610193573
PaCtg2128g36447-t1_36447,0.7198986598666619,0.6496712723809792,0.6877924287381334,0.31420897744224385,0.6927006164367664,0.6570862101673507
PaChr1g03549-t1_3549,0.8374317126493458,0.6938388117771517,0.7711572331561793,2.2427115158780198,1.7485660227107778,1.9008882858957712
PaChr12g07342-t1_7342,0.7702393052576064,0.819419195860779,0.7983391155524631,0.5694395652335169,0.7372589054358132,0.0009999999999998899
PaChr1g02832-t1_2832,0.8579975180352855,0.7581947474034947,0.8114024410047129,0.7970282890110574,0.5789459374185904,0.8970019756921626
PaChr3g13796-t1_13796,0.8930660382241626,0.7245689754492202,0.8156834055207751,0.48373162425675886,0.6015624698726652,0.9262511309421324
PaChr10g04597-t1_4597,0.8203632306495128,0.8069034077830115,0.8156834055207751,0.7344480869122263,0.4170273571832057,0.549893203916461
PaChr7g20330-t1_20330,0.7750066697501468,0.9168149896598279,0.8546583691024159,0.8350403990073176,0.8954508591329069,0.7698078871959901
PaChr5g18154-t1_18154,0.9467175311891638,0.8666467454045268,0.9089841889674006,0.7561312776801854,1.062589484430248,0.8539108923798926
PaCtg0266g26298-t1_26298,0.8699535146150743,0.9402077896299015,0.9089841889674006,0.9651513823971118,0.9530390967491709,1.137889381588371
PaChr11g05994-t1_5994,0.8968198373515199,0.9269678569855069,0.914292842686768,0.9230146255877627,0.9071127815790283,0.6570862101673507
PaChr7g20121-t1_20121,0.9764568695441498,0.9336293385571586,0.9565547851233531,0.87740277104119,0.9756129141589529,0.8069109017276181
PaCtg3729g40111-t1_40111,0.9294386846068368,0.9900894744344901,0.9630121385856114,0.8163679047212855,0.5672547824732113,0.967290697654803
PaChr5g16395-t1_16395,0.9364187168306111,1.0218657710625552,0.9834696406005721,0.5931598495746053,0.9811171628654982,0.2861961840297509
PaChr8g21803-t1_21803,1.1018740183010403,0.8628716314061555,0.9941666129786348,0.764563921261832,0.6973286339972442,0.9190900703416576
PaCtg1078g31485-t1_31485,1.0993250207620369,0.9029653490761254,1.009084151373297,0.8163679047212855,0.7540886975963548,0.5646505033823948
PaChr7g20976-t1_20976,1.0784903313071736,0.9336293385571586,1.010553193458446,0.7890941069418536,0.770405910476113,0.5789725654589364
PaChr3g13959-t1_13959,0.9223642759236794,1.107327086641361,1.0264515385238928,0.894129760849601,0.6389137720467013,1.0688985288635995
PaCtg0124g25655-t1_25655,1.0342431216675818,1.0465380861664975,1.0418915306874004,0.9135532870235896,0.7457399960108066,1.3542058076890586
PaChr3g12707-t1_12707,1.0456507314422026,1.0828158458551331,1.0662383393102752,0.8048474112107691,0.882524575120943,1.1257515855639348
PaChr4g15204-t1_15204,1.1119522621110147,1.0649793567493768,1.089535463400686,1.1757419698769893,1.0052409265691837,1.035185603582769
PaCtg0242g26198-t1_26198,1.1018740183010403,1.0752429873626501,1.089535463400686,1.1757419698769893,1.2861657124341126,1.4263612622960875
PaCtg1960g35781-t1_35781,0.9891552625766833,1.1812553205235163,1.0970841060100587,1.3716574371371673,1.0432915095820463,1.190525124215144
PaChr11g06238-t1_6238,1.0993250207620369,1.1307908077038857,1.116716935749996,0.9504663585718025,0.994646563497628,1.389101306802354
PaChr3g12471-t1_12471,1.0704659428065701,1.246524420428473,1.1684375892458152,2.0153187404925603,1.7169950833307146,2.085900778340382
PaChr5g17145-t1_17145,1.1267287417139054,1.2520997735400181,1.1952066395966656,1.9234979241528376,1.8390718137237128,2.037268256861599
PaCtg1160g32022-t1_32022,1.136362390689445,1.2594493144887249,1.2035073175062894,4.42523165077212,2.6355630913012584,3.6897871266202147
PaChr10g04768-t1_4768,1.2141609451845992,1.199821204916744,1.2076117380776505,1.4079804214044982,1.7186107008053497,1.712926950355156
PaChr3g12552-t1_12552,1.2141609451845992,1.199821204916744,1.2076117380776505,1.4079804214044982,1.7186107008053497,1.712926950355156
PaChr5g17316-t1_17316,1.2675270182980047,1.1554989188996778,1.2137123029489731,1.2144937228759551,1.1442600327549761,1.4721643928157793
PaChr3g13082-t1_13082,1.3075570563430543,1.13536604688565,1.226706081249315,1.0509986166327687,1.1359675890677456,0.911830166016335
PaChr6g19653-t1_19653,1.1665527661453758,1.2965502448339357,1.2374701610845027,1.579618027323025,1.6442914835183127,2.1536228540288818
PaCtg0460g27401-t1_27401,1.3531209717438184,1.107327086641361,1.2413337443097157,1.5192746225338298,1.3505238095885548,1.6741222158274887
PaChr7g20881-t1_20881,1.2768766838922736,1.2313825429446292,1.2546510055223972,1.6622965829339424,1.3099503527258807,1.8127780967358493
PaChr1g00075-t1_75,1.2284923008721038,1.2774177894251695,1.2546510055223972,0.9563868797785533,1.013058252633945,1.0954764260296619
PaChr1g02622-t1_2622,1.2712854963415183,1.2446537071938222,1.2583988089917915,1.3511561247855828,1.3733407912451268,1.8143013808432091
PaChr6g19404-t1_19404,1.2203480681069343,1.2965502448339357,1.2611934089844965,2.1701472017073966,2.3159452843482624,3.005879365380692
